tmed,prec,tmin,tmax,velmedia,Year,Month,Day,hr,ID,Fire
0.2,1,-5.8,6.3,3.9,2004.0,1.0,29.0,77.66666666666667,13.0,0.0
5.6,1,3.1,8.1,4.7,2004.0,1.0,30.0,77.66666666666667,13.0,0.0
8.6,1,5.7,11.5,2.2,2004.0,1.0,31.0,73.33333333333333,13.0,0.0
9.6,0,4.4,14.9,1.1,2004.0,2.0,1.0,76.0,13.0,0.0
8.8,0,4.1,13.5,3.1,2004.0,2.0,2.0,76.0,13.0,0.0
12.2,0,9.3,15.2,4.2,2004.0,2.0,3.0,76.0,13.0,0.0
13.2,0,9.0,17.5,4.7,2004.0,2.0,4.0,76.0,13.0,0.0
13.1,0,8.9,17.3,4.2,2004.0,2.0,5.0,76.0,13.0,0.0
11.6,0,8.2,14.9,2.2,2004.0,2.0,6.0,76.0,13.0,0.0
6.4,0,0.8,12.1,0.6,2004.0,2.0,7.0,76.0,13.0,0.0
7.4,0,-0.1,14.9,1.9,2004.0,2.0,8.0,76.0,13.0,0.0
6.0,0,-1.8,13.7,2.2,2004.0,2.0,9.0,76.0,13.0,0.0
6.2,0,-3.9,16.3,1.9,2004.0,2.0,10.0,76.0,13.0,0.0
7.7,0,-1.8,17.2,1.1,2004.0,2.0,11.0,76.0,13.0,0.0
5.4,0,-4.1,14.9,1.9,2004.0,2.0,12.0,76.0,13.0,0.0
5.2,0,-4.9,15.2,2.2,2004.0,2.0,13.0,76.0,13.0,0.0
4.5,0,-4.3,13.3,1.1,2004.0,2.0,14.0,76.0,13.0,0.0
4.8,0,-1.2,10.8,1.1,2004.0,2.0,15.0,76.0,13.0,0.0
3.4,0,-3.4,10.3,2.5,2004.0,2.0,16.0,76.0,13.0,0.0
4.2,0,-3.5,11.8,4.2,2004.0,2.0,17.0,76.0,13.0,0.0
4.6,0,0.8,8.4,4.2,2004.0,2.0,18.0,76.0,13.0,0.0
2.6,0,-4.2,9.4,2.5,2004.0,2.0,19.0,76.0,13.0,0.0
-0.7,0,-7.7,6.3,1.7,2004.0,2.0,20.0,76.0,13.0,0.0
-1.5,0,-9.6,6.6,1.4,2004.0,2.0,21.0,76.0,13.0,0.0
1.2,0,-1.4,3.9,4.7,2004.0,2.0,22.0,76.0,13.0,0.0
2.2,0,-4.8,9.3,4.4,2004.0,2.0,23.0,76.0,13.0,0.0
3.0,1,0.7,5.4,3.9,2004.0,2.0,24.0,76.0,13.0,0.0
4.3,0,1.0,7.6,2.2,2004.0,2.0,25.0,76.0,13.0,0.0
3.2,1,-1.0,7.3,2.8,2004.0,2.0,26.0,76.0,13.0,0.0
1.2,1,-1.1,3.6,4.4,2004.0,2.0,27.0,76.0,13.0,0.0
2.8,1,-1.1,6.8,2.5,2004.0,2.0,28.0,76.0,13.0,0.0
2.1,0,-2.1,6.3,2.2,2004.0,2.0,29.0,76.0,13.0,0.0
1.1,0,-6.2,8.4,2.2,2004.0,3.0,1.0,73.0,13.0,0.0
0.8,0,-5.2,6.8,3.6,2004.0,3.0,2.0,73.0,13.0,0.0
6.2,0,2.9,9.4,3.1,2004.0,3.0,3.0,73.0,13.0,0.0
9.6,0,4.7,14.4,2.2,2004.0,3.0,4.0,73.0,13.0,0.0
8.4,1,5.0,11.9,2.5,2004.0,3.0,5.0,73.0,13.0,0.0
6.4,0,-0.1,12.9,1.4,2004.0,3.0,6.0,73.0,13.0,0.0
5.8,0,-2.6,14.2,4.4,2004.0,3.0,7.0,73.0,13.0,0.0
7.6,0,0.1,15.1,1.4,2004.0,3.0,8.0,73.0,13.0,0.0
8.1,1,5.7,10.5,1.7,2004.0,3.0,9.0,73.0,13.0,0.0
7.2,1,2.0,12.4,2.8,2004.0,3.0,10.0,73.0,13.0,0.0
6.0,1,1.2,10.8,3.6,2004.0,3.0,11.0,73.0,13.0,0.0
4.5,1,-0.2,9.2,2.2,2004.0,3.0,12.0,73.0,13.0,0.0
3.2,0,-4.1,10.5,1.7,2004.0,3.0,13.0,73.0,13.0,0.0
5.2,0,-3.4,13.9,1.7,2004.0,3.0,14.0,73.0,13.0,0.0
8.2,0,-1.5,17.8,1.1,2004.0,3.0,15.0,73.0,13.0,0.0
10.5,0,0.4,20.6,1.9,2004.0,3.0,16.0,73.0,13.0,0.0
10.4,0,3.8,17.1,1.4,2004.0,3.0,17.0,73.0,13.0,0.0
8.6,0,3.0,14.1,1.9,2004.0,3.0,18.0,73.0,13.0,0.0
9.8,0,4.4,15.1,2.8,2004.0,3.0,19.0,73.0,13.0,0.0
8.6,0,3.1,14.0,2.2,2004.0,3.0,20.0,73.0,13.0,0.0
7.5,0,2.2,12.8,3.6,2004.0,3.0,21.0,73.0,13.0,0.0
5.4,0,1.9,8.8,3.9,2004.0,3.0,22.0,73.0,13.0,0.0
5.5,1,2.9,8.1,2.5,2004.0,3.0,23.0,73.0,13.0,0.0
3.6,1,-0.1,7.4,1.7,2004.0,3.0,24.0,73.0,13.0,0.0
2.9,0,-3.9,9.7,3.1,2004.0,3.0,25.0,73.0,13.0,0.0
4.3,0,-2.2,10.8,3.3,2004.0,3.0,26.0,73.0,13.0,0.0
3.2,0,-5.4,11.7,2.2,2004.0,3.0,27.0,73.0,13.0,0.0
2.6,0,-5.1,10.2,2.5,2004.0,3.0,28.0,73.0,13.0,0.0
5.3,0,2.4,8.2,0.3,2004.0,3.0,29.0,73.0,13.0,0.0
7.0,0,5.1,8.9,2.2,2004.0,3.0,30.0,73.0,13.0,0.0
7.2,1,4.3,10.2,5.3,2004.0,3.0,31.0,73.0,13.0,0.0
4.8,1,1.8,7.8,2.8,2004.0,4.0,1.0,72.0,13.0,0.0
5.0,0,1.3,8.8,2.5,2004.0,4.0,2.0,72.0,13.0,0.0
8.0,0,2.5,13.4,1.9,2004.0,4.0,3.0,72.0,13.0,0.0
7.3,0,-1.1,15.7,0.8,2004.0,4.0,4.0,72.0,13.0,0.0
9.9,0,-0.3,20.1,0.8,2004.0,4.0,5.0,72.0,13.0,0.0
10.2,0,3.5,16.8,2.2,2004.0,4.0,6.0,72.0,13.0,0.0
8.0,0,1.7,14.3,1.4,2004.0,4.0,7.0,72.0,13.0,0.0
6.1,0,-0.8,13.0,3.3,2004.0,4.0,8.0,72.0,13.0,1.0
3.1,0,-4.3,10.5,3.6,2004.0,4.0,9.0,72.0,13.0,0.0
3.0,0,-5.6,11.6,3.1,2004.0,4.0,10.0,72.0,13.0,0.0
5.0,0,-4.5,14.6,1.1,2004.0,4.0,11.0,72.0,13.0,0.0
6.1,0,-2.4,14.6,2.2,2004.0,4.0,12.0,72.0,13.0,0.0
6.4,0,-3.4,16.3,2.2,2004.0,4.0,13.0,72.0,13.0,0.0
7.9,0,0.0,15.8,2.5,2004.0,4.0,14.0,72.0,13.0,0.0
8.4,0,-1.3,18.2,3.1,2004.0,4.0,15.0,72.0,13.0,0.0
6.0,0,3.0,9.0,3.1,2004.0,4.0,16.0,72.0,13.0,0.0
5.4,1,0.1,10.8,2.8,2004.0,4.0,17.0,72.0,13.0,0.0
6.6,1,3.2,10.0,5.6,2004.0,4.0,18.0,72.0,13.0,0.0
6.1,0,3.3,8.9,3.9,2004.0,4.0,19.0,72.0,13.0,0.0
11.4,0,8.8,14.1,3.9,2004.0,4.0,20.0,72.0,13.0,0.0
8.3,1,4.9,11.7,3.6,2004.0,4.0,21.0,72.0,13.0,0.0
9.8,1,5.0,14.5,1.9,2004.0,4.0,22.0,72.0,13.0,0.0
11.6,0,0.7,22.6,1.4,2004.0,4.0,24.0,72.0,13.0,0.0
13.4,0,1.9,25.0,1.1,2004.0,4.0,25.0,72.0,13.0,0.0
14.2,0,3.9,24.6,1.4,2004.0,4.0,26.0,72.0,13.0,0.0
11.2,0,2.3,20.0,2.2,2004.0,4.0,27.0,72.0,13.0,0.0
7.6,0,1.7,13.4,2.8,2004.0,4.0,28.0,72.0,13.0,0.0
5.3,1,-0.4,11.0,3.1,2004.0,4.0,29.0,72.0,13.0,0.0
5.6,1,2.3,9.0,2.5,2004.0,4.0,30.0,72.0,13.0,0.0
6.8,0,1.8,11.7,2.8,2004.0,5.0,1.0,69.0,13.0,0.0
6.4,0,-0.5,13.4,2.8,2004.0,5.0,2.0,72.66666666666667,13.0,0.0
7.9,0,1.0,14.8,3.1,2004.0,5.0,3.0,73.66666666666667,13.0,0.0
7.4,1,4.9,9.8,3.3,2004.0,5.0,4.0,73.33333333333333,13.0,0.0
7.0,1,4.3,9.7,4.4,2004.0,5.0,5.0,73.66666666666667,13.0,0.0
7.2,1,0.1,14.4,2.2,2004.0,5.0,8.0,73.0,13.0,0.0
10.9,0,1.6,20.2,1.4,2004.0,5.0,14.0,73.0,13.0,0.0
13.8,0,5.3,22.4,1.1,2004.0,5.0,15.0,64.66666666666667,13.0,0.0
13.8,0,3.3,24.4,0.8,2004.0,5.0,16.0,68.66666666666667,13.0,0.0
14.9,0,3.5,26.3,1.4,2004.0,5.0,17.0,68.66666666666667,13.0,0.0
16.4,1,6.2,26.5,1.1,2004.0,5.0,18.0,68.33333333333333,13.0,0.0
16.2,0,6.4,25.9,2.2,2004.0,5.0,19.0,68.33333333333333,13.0,0.0
16.4,0,6.8,26.1,3.1,2004.0,5.0,20.0,66.0,13.0,0.0
14.1,1,6.5,21.7,2.8,2004.0,5.0,21.0,69.0,13.0,0.0
15.0,0,9.9,20.0,1.7,2004.0,5.0,22.0,67.0,13.0,0.0
14.1,0,6.7,21.5,1.1,2004.0,5.0,23.0,69.0,13.0,0.0
13.0,1,6.0,20.1,1.4,2004.0,5.0,24.0,69.66666666666667,13.0,0.0
14.0,1,10.7,17.4,1.4,2004.0,5.0,25.0,68.33333333333333,13.0,0.0
14.0,0,9.7,18.3,1.9,2004.0,5.0,26.0,72.33333333333333,13.0,0.0
13.7,0,6.5,20.9,1.7,2004.0,5.0,27.0,70.33333333333333,13.0,0.0
13.6,0,8.7,18.6,1.1,2004.0,5.0,28.0,68.66666666666667,13.0,0.0
15.6,0,11.0,20.1,1.1,2004.0,5.0,29.0,66.33333333333333,13.0,0.0
13.0,0,5.5,20.4,1.7,2004.0,5.0,30.0,74.66666666666667,13.0,0.0
13.4,0,4.5,22.3,2.2,2004.0,5.0,31.0,68.0,13.0,0.0
18.1,0,12.4,23.8,3.1,2004.0,6.0,1.0,60.0,13.0,0.0
18.8,0,10.7,27.0,2.8,2004.0,6.0,2.0,60.0,13.0,0.0
19.7,0,10.8,28.6,2.5,2004.0,6.0,3.0,60.0,13.0,0.0
21.8,0,14.3,29.2,1.9,2004.0,6.0,4.0,60.0,13.0,0.0
19.6,0,9.0,30.2,2.2,2004.0,6.0,5.0,60.0,13.0,0.0
21.4,0,13.4,29.4,1.7,2004.0,6.0,6.0,60.0,13.0,0.0
19.9,0,12.8,27.0,1.4,2004.0,6.0,7.0,60.0,13.0,0.0
18.8,0,10.3,27.4,1.9,2004.0,6.0,8.0,60.0,13.0,0.0
19.0,0,8.6,29.5,2.2,2004.0,6.0,9.0,60.0,13.0,0.0
19.9,0,10.2,29.6,1.7,2004.0,6.0,10.0,60.0,13.0,0.0
18.2,0,8.6,27.7,1.9,2004.0,6.0,11.0,60.0,13.0,0.0
19.4,0,10.7,28.2,1.4,2004.0,6.0,12.0,60.0,13.0,0.0
20.3,0,11.3,29.3,3.6,2004.0,6.0,13.0,60.0,13.0,0.0
19.1,0,10.9,27.3,3.3,2004.0,6.0,14.0,60.0,13.0,0.0
18.2,0,9.9,26.6,2.8,2004.0,6.0,15.0,60.0,13.0,0.0
17.4,0,5.8,28.9,2.2,2004.0,6.0,16.0,60.0,13.0,0.0
14.4,0,6.133333333333333,22.7,2.5,2004.0,6.0,17.0,60.0,13.0,0.0
17.6,0,9.0,26.1,2.2,2004.0,6.0,18.0,60.0,13.0,0.0
14.2,0,10.4,18.1,3.1,2004.0,6.0,19.0,60.0,13.0,0.0
13.8,0,8.0,19.7,2.2,2004.0,6.0,20.0,60.0,13.0,0.0
17.4,1,12.4,22.3,3.3,2004.0,6.0,21.0,60.0,13.0,0.0
17.4,0,12.8,22.0,4.2,2004.0,6.0,22.0,60.0,13.0,0.0
18.2,0,12.9,23.6,3.6,2004.0,6.0,23.0,60.0,13.0,1.0
18.6,1,14.5,22.6,1.7,2004.0,6.0,24.0,60.0,13.0,0.0
19.8,0,11.5,28.0,1.7,2004.0,6.0,25.0,60.0,13.0,0.0
18.2,0,8.5,27.9,1.9,2004.0,6.0,26.0,60.0,13.0,0.0
20.2,0,9.1,31.4,2.2,2004.0,6.0,29.0,60.0,13.0,1.0
17.0,0,8.2,25.7,3.3,2004.0,6.0,30.0,60.0,13.0,0.0
15.6,0,6.7,24.5,2.5,2004.0,7.0,1.0,68.33333333333333,13.0,0.0
15.4,0,6.7,24.0,2.5,2004.0,7.0,2.0,69.33333333333333,13.0,0.0
16.3,0,5.7,26.9,2.2,2004.0,7.0,3.0,66.66666666666667,13.0,0.0
16.2,0,7.3,25.0,1.9,2004.0,7.0,4.0,62.66666666666666,13.0,0.0
17.8,0,11.3,24.4,2.2,2004.0,7.0,5.0,66.66666666666667,13.0,0.0
15.2,0,11.0,19.5,3.1,2004.0,7.0,6.0,63.333333333333336,13.0,0.0
12.4,1,7.8,17.1,3.1,2004.0,7.0,7.0,70.33333333333333,13.0,0.0
12.0,0,7.2,16.9,2.2,2004.0,7.0,8.0,72.33333333333333,13.0,0.0
12.0,0,4.6,19.4,1.7,2004.0,7.0,9.0,72.66666666666667,13.0,0.0
17.0,1,11.4,22.7,1.9,2004.0,7.0,10.0,68.66666666666667,13.0,0.0
16.1,0,10.2,22.0,2.2,2004.0,7.0,11.0,62.333333333333336,13.0,0.0
14.6,0,5.1,24.1,1.9,2004.0,7.0,12.0,65.66666666666667,13.0,1.0
16.4,0,5.5,27.2,2.2,2004.0,7.0,13.0,68.66666666666667,13.0,0.0
18.8,0,7.4,30.2,1.4,2004.0,7.0,14.0,60.0,13.0,1.0
21.6,0,10.5,32.7,3.3,2004.0,7.0,15.0,60.0,13.0,0.0
19.0,0,11.9,26.2,1.9,2004.0,7.0,21.0,66.33333333333333,13.0,1.0
19.2,0,11.1,27.2,1.1,2004.0,7.0,22.0,63.333333333333336,13.0,0.0
21.5,0,12.3,30.7,1.4,2004.0,7.0,23.0,63.0,13.0,0.0
21.6,0,9.9,33.3,1.7,2004.0,7.0,24.0,66.66666666666667,13.0,0.0
22.6,0,12.2,33.1,2.2,2004.0,7.0,25.0,67.0,13.0,0.0
20.6,0,9.8,31.3,2.5,2004.0,7.0,26.0,67.33333333333333,13.0,1.0
20.0,0,8.8,31.3,1.9,2004.0,7.0,27.0,64.33333333333333,13.0,1.0
20.0,0,8.8,31.3,1.9,2004.0,7.0,27.0,64.33333333333333,13.0,1.0
18.53333333333333,0,9.533333333333331,27.566666666666663,2.5,2004.0,7.0,28.0,65.66666666666667,13.0,0.0
17.8,0,10.0,25.6,2.2,2004.0,7.0,29.0,66.66666666666667,13.0,1.0
20.6,0,10.0,31.1,1.9,2004.0,7.0,30.0,65.0,13.0,0.0
22.6,0,12.3,32.8,2.8,2004.0,7.0,31.0,69.66666666666667,13.0,0.0
22.0,0,12.0,31.9,2.5,2004.0,8.0,1.0,70.0,13.0,1.0
22.0,0,12.0,31.9,2.5,2004.0,8.0,1.0,70.0,13.0,1.0
18.6,0,11.5,25.8,2.5,2004.0,8.0,2.0,70.0,13.0,1.0
18.0,1,13.9,22.2,2.2,2004.0,8.0,3.0,70.0,13.0,0.0
18.0,0,12.6,23.5,1.9,2004.0,8.0,4.0,70.0,13.0,1.0
17.0,0,9.1,24.8,2.2,2004.0,8.0,5.0,70.0,13.0,0.0
18.7,0,9.9,27.5,1.9,2004.0,8.0,6.0,70.0,13.0,0.0
19.4,0,10.6,28.3,2.5,2004.0,8.0,7.0,70.0,13.0,1.0
16.4,1,12.3,20.6,3.1,2004.0,8.0,8.0,70.0,13.0,1.0
16.4,1,12.3,20.6,3.1,2004.0,8.0,8.0,70.0,13.0,1.0
15.1,1,12.0,18.2,1.9,2004.0,8.0,9.0,70.0,13.0,0.0
14.3,1,10.8,17.8,2.5,2004.0,8.0,10.0,70.0,13.0,0.0
17.0,1,12.9,21.0,3.9,2004.0,8.0,11.0,70.0,13.0,0.0
15.3,0,9.5,21.1,2.5,2004.0,8.0,12.0,70.0,13.0,0.0
15.2,0,5.7,24.8,1.1,2004.0,8.0,13.0,70.0,13.0,0.0
18.8,0,9.8,27.7,0.8,2004.0,8.0,14.0,70.0,13.0,0.0
17.9,0,10.6,25.2,2.8,2004.0,8.0,15.0,70.0,13.0,0.0
19.2,1,15.0,23.5,3.3,2004.0,8.0,16.0,70.0,13.0,0.0
16.8,1,13.9,19.7,2.5,2004.0,8.0,17.0,70.0,13.0,0.0
16.8,1,12.5,21.1,3.3,2004.0,8.0,18.0,70.0,13.0,0.0
15.3,1,11.2,19.4,2.8,2004.0,8.0,19.0,70.0,13.0,0.0
14.4,1,9.8,19.1,2.5,2004.0,8.0,20.0,70.0,13.0,0.0
14.8,0,6.1,23.5,1.7,2004.0,8.0,21.0,70.0,13.0,0.0
17.3,0,7.5,27.1,2.2,2004.0,8.0,22.0,70.0,13.0,0.0
17.2,0,10.4,24.1,1.9,2004.0,8.0,23.0,70.0,13.0,0.0
15.6,0,8.9,22.2,2.2,2004.0,8.0,24.0,70.0,13.0,0.0
14.5,0,5.7,23.3,1.9,2004.0,8.0,25.0,70.0,13.0,0.0
16.3,0,8.1,24.5,1.7,2004.0,8.0,26.0,70.0,13.0,0.0
15.0,0,4.9,25.0,1.9,2004.0,8.0,27.0,70.0,13.0,0.0
15.8,0,7.7,24.0,3.1,2004.0,8.0,28.0,70.0,13.0,0.0
16.2,0,9.6,22.7,2.5,2004.0,8.0,29.0,70.0,13.0,0.0
17.3,0,10.4,24.2,1.7,2004.0,8.0,30.0,70.0,13.0,0.0
16.4,0,7.6,25.3,1.9,2004.0,8.0,31.0,70.0,13.0,0.0
17.4,0,13.6,21.1,1.7,2004.0,9.0,1.0,65.66666666666667,13.0,0.0
17.4,0,12.2,22.6,1.9,2004.0,9.0,2.0,70.33333333333333,13.0,0.0
19.0,1,13.1,25.0,2.5,2004.0,9.0,3.0,68.66666666666667,13.0,0.0
17.9,1,12.2,23.6,2.2,2004.0,9.0,4.0,80.0,13.0,0.0
11.633333333333333,1,7.7,15.566666666666668,0.6,2004.0,9.0,5.0,80.0,13.0,0.0
17.3,1,11.1,23.5,2.8,2004.0,9.0,7.0,65.66666666666667,13.0,0.0
17.2,1,11.2,23.3,2.2,2004.0,9.0,8.0,65.66666666666667,13.0,0.0
17.2,0,11.7,22.6,1.7,2004.0,9.0,9.0,69.33333333333333,13.0,0.0
16.2,0,12.6,19.7,1.7,2004.0,9.0,10.0,70.0,13.0,0.0
14.6,0,10.6,18.5,1.1,2004.0,9.0,11.0,66.66666666666667,13.0,0.0
15.2,0,8.6,21.8,1.4,2004.0,9.0,12.0,66.0,13.0,0.0
14.8,0,4.5,25.0,0.6,2004.0,9.0,17.0,69.66666666666667,13.0,0.0
13.8,0,5.7,21.8,1.9,2004.0,9.0,18.0,65.0,13.0,0.0
14.3,0,8.1,20.5,1.7,2004.0,9.0,19.0,65.33333333333333,13.0,0.0
18.2,0,8.5,27.8,1.9,2004.0,9.0,23.0,61.333333333333336,13.0,0.0
14.6,0,5.4,23.8,1.7,2004.0,10.0,1.0,69.33333333333333,13.0,0.0
11.8,0,3.6,20.0,0.8,2004.0,10.0,2.0,69.0,13.0,0.0
13.6,0,1.5,25.6,0.8,2004.0,10.0,3.0,68.0,13.0,1.0
13.4,0,3.7,23.0,1.7,2004.0,10.0,4.0,67.66666666666667,13.0,1.0
12.0,1,6.2,17.7,0.3,2004.0,10.0,5.0,78.0,13.0,0.0
11.6,0,9.2,14.1,0.6,2004.0,10.0,6.0,66.0,13.0,0.0
15.8,0,10.2,21.4,1.1,2004.0,10.0,7.0,63.66666666666666,13.0,0.0
14.5,1,9.8,19.2,5.0,2004.0,10.0,8.0,70.0,13.0,0.0
8.5,0,4.3,12.7,0.8,2004.0,10.0,12.0,73.0,13.0,0.0
6.4,1,0.1,12.6,1.1,2004.0,10.0,13.0,69.0,13.0,0.0
9.5,1,7.3,11.7,1.9,2004.0,10.0,14.0,79.33333333333333,13.0,0.0
10.0,1,7.5,12.5,2.8,2004.0,10.0,15.0,72.33333333333333,13.0,0.0
14.0,1,11.2,16.9,3.3,2004.0,10.0,19.0,73.0,13.0,0.0
13.5,1,9.7,17.3,8.1,2004.0,10.0,20.0,74.0,13.0,0.0
14.4,1,9.1,19.7,2.8,2004.0,10.0,23.0,74.33333333333333,13.0,0.0
11.4,0,7.5,15.3,1.7,2004.0,10.0,24.0,74.66666666666667,13.0,0.0
7.3,1,3.3,11.3,1.7,2004.0,10.0,25.0,78.66666666666667,13.0,0.0
5.5,1,0.3,10.7,3.6,2004.0,10.0,26.0,73.33333333333333,13.0,0.0
10.4,1,7.8,13.1,3.1,2004.0,10.0,27.0,74.33333333333333,13.0,0.0
7.4,1,3.5,11.3,2.8,2004.0,10.0,28.0,78.0,13.0,0.0
7.4,1,4.3,10.5,2.8,2004.0,10.0,29.0,77.33333333333333,13.0,0.0
10.5,1,7.1,13.9,3.1,2004.0,11.0,3.0,71.33333333333333,13.0,0.0
9.2,0,5.6,12.8,0.8,2004.0,11.0,4.0,79.33333333333333,13.0,0.0
9.6,0,2.2,16.9,2.8,2004.0,11.0,5.0,70.0,13.0,0.0
8.6,0,5.6,11.7,2.2,2004.0,11.0,9.0,77.33333333333333,13.0,0.0
6.8,0,4.1,9.6,3.3,2004.0,11.0,10.0,73.0,13.0,0.0
6.1,0,3.3,8.9,3.1,2004.0,11.0,11.0,73.0,13.0,0.0
5.4,0,-0.4,11.2,2.8,2004.0,11.0,12.0,71.0,13.0,0.0
4.3,0,-3.8,12.4,1.4,2004.0,11.0,13.0,70.0,13.0,0.0
4.0,0,-2.3,10.4,0.8,2004.0,11.0,14.0,78.0,13.0,0.0
4.4,0,-0.7,9.4,3.3,2004.0,11.0,15.0,78.0,13.0,0.0
4.6,0,-2.8,12.0,2.8,2004.0,11.0,16.0,74.0,13.0,0.0
4.9,0,-1.3,11.1,2.2,2004.0,11.0,20.0,82.0,13.0,0.0
3.2,0,-2.6,9.1,1.7,2004.0,11.0,21.0,70.0,13.0,0.0
4.2,0,-3.4,11.8,1.7,2004.0,11.0,25.0,74.0,13.0,0.0
5.4,0,-3.0,13.8,0.8,2004.0,11.0,26.0,70.0,13.0,0.0
6.6,0,3.8,9.4,5.0,2004.0,11.0,27.0,82.66666666666667,13.0,0.0
7.1,1,5.8,8.4,5.0,2004.0,11.0,30.0,72.66666666666667,13.0,0.0
5.6,1,4.1,7.0,0.3,2004.0,12.0,1.0,83.66666666666667,13.0,0.0
4.6,1,3.7,5.5,0.8,2004.0,12.0,2.0,74.0,13.0,0.0
3.0,0,-0.8,6.8,0.3,2004.0,12.0,3.0,73.33333333333333,13.0,0.0
2.2,0,-4.1,8.4,0.6,2004.0,12.0,4.0,73.33333333333333,13.0,0.0
2.3,0,-4.2,8.8,1.1,2004.0,12.0,5.0,78.0,13.0,0.0
2.6,0,-2.3,7.6,3.1,2004.0,12.0,6.0,73.66666666666667,13.0,0.0
4.6,0,-1.133333333333333,10.4,3.3,2004.0,12.0,7.0,67.0,13.0,0.0
2.9,0,-1.9,7.7,4.7,2004.0,12.0,10.0,78.0,13.0,0.0
4.1,0,-1.9,10.1,2.8,2004.0,12.0,11.0,78.0,13.0,0.0
6.8,0,2.7,10.9,3.6,2004.0,12.0,12.0,74.33333333333333,13.0,0.0
6.6,0,3.5,9.7,2.5,2004.0,12.0,13.0,72.0,13.0,0.0
6.3,0,-1.0,13.6,1.4,2004.0,12.0,14.0,72.0,13.0,0.0
3.5,0,-4.0,11.0,0.3,2004.0,12.0,15.0,74.0,13.0,0.0
6.6,0,1.2,11.9,1.4,2004.0,12.0,16.0,77.66666666666667,13.0,0.0
5.6,0,1.9,9.3,2.2,2004.0,12.0,17.0,72.33333333333333,13.0,0.0
9.5,0,7.9,11.1,2.2,2004.0,12.0,18.0,69.0,13.0,0.0
8.0,0,5.6,10.4,3.3,2004.0,12.0,19.0,74.33333333333333,13.0,0.0
4.1,0,0.4,7.8,2.2,2004.0,12.0,20.0,72.33333333333333,13.0,0.0
3.4,0,0.5,6.4,3.3,2004.0,12.0,21.0,74.0,13.0,0.0
3.5,0,-0.7,7.7,0.8,2004.0,12.0,22.0,75.66666666666667,13.0,0.0
3.0,0,-3.3,9.2,1.9,2005.0,1.0,4.0,73.0,13.0,0.0
2.0,0,-5.2,9.1,1.4,2005.0,1.0,5.0,68.66666666666667,13.0,0.0
3.7,0,-2.4,9.8,1.4,2005.0,1.0,6.0,70.66666666666667,13.0,0.0
1.9,0,-2.0,5.8,5.6,2005.0,1.0,7.0,70.66666666666667,13.0,1.0
1.7,0,-1.0,4.4,3.3,2005.0,1.0,8.0,72.33333333333333,13.0,0.0
1.0,0,-2.8,4.8,5.0,2005.0,1.0,9.0,72.66666666666667,13.0,0.0
1.6,0,-2.6,5.8,4.2,2005.0,1.0,10.0,70.66666666666667,13.0,0.0
4.5,0,3.1,5.9,2.8,2005.0,1.0,11.0,80.0,13.0,0.0
8.6,0,6.2,11.0,3.9,2005.0,1.0,14.0,78.0,13.0,0.0
6.2,0,4.9,7.5,3.9,2005.0,1.0,15.0,78.66666666666667,13.0,0.0
5.1,0,-1.2,11.4,3.6,2005.0,1.0,16.0,76.0,13.0,0.0
4.2,0,-4.0,12.5,0.3,2005.0,1.0,17.0,73.66666666666667,13.0,0.0
6.633333333333334,0,1.1333333333333335,12.2,3.3,2005.0,1.0,19.0,75.0,13.0,0.0
5.9,0,-1.4,13.2,1.4,2005.0,1.0,20.0,70.33333333333333,13.0,0.0
2.8,0,-4.4,10.0,1.4,2005.0,1.0,21.0,75.0,13.0,0.0
0.4,0,-2.7,3.5,0.6,2005.0,1.0,22.0,76.33333333333333,13.0,0.0
3.2,0,-3.8,10.2,1.1,2005.0,1.0,23.0,74.0,13.0,0.0
2.6,0,-3.4,8.6,2.5,2005.0,1.0,24.0,77.33333333333333,13.0,0.0
0.4,0,-4.9,5.8,3.1,2005.0,1.0,25.0,75.33333333333333,13.0,0.0
0.9,0,-2.6,4.4,4.2,2005.0,1.0,26.0,77.66666666666667,13.0,0.0
0.0,0,-3.7,3.7,3.1,2005.0,1.0,27.0,77.66666666666667,13.0,0.0
1.2,0,-3.4,5.7,2.2,2005.0,1.0,28.0,75.0,13.0,0.0
2.4,0,-3.0,7.8,3.1,2005.0,1.0,29.0,77.33333333333333,13.0,0.0
0.4,0,-7.7,8.6,1.4,2005.0,1.0,30.0,75.66666666666667,13.0,0.0
1.0,0,-6.8,8.7,0.8,2005.0,1.0,31.0,77.66666666666667,13.0,0.0
1.4,0,-7.0,9.9,1.7,2005.0,2.0,1.0,73.0,13.0,0.0
3.4,0,-6.0,12.7,1.4,2005.0,2.0,2.0,73.0,13.0,0.0
1.8,0,-4.9,8.6,1.4,2005.0,2.0,3.0,73.0,13.0,0.0
1.6,0,-5.2,8.4,0.8,2005.0,2.0,4.0,73.0,13.0,0.0
-1.0,0,-7.8,5.8,1.4,2005.0,2.0,5.0,73.0,13.0,0.0
0.6,0,-5.0,6.2,0.6,2005.0,2.0,6.0,73.0,13.0,0.0
-0.1,0,-8.4,8.2,1.7,2005.0,2.0,7.0,73.0,13.0,0.0
4.2,0,-2.7,11.2,1.4,2005.0,2.0,8.0,73.0,13.0,0.0
3.3,0,-6.0,12.6,0.8,2005.0,2.0,9.0,73.0,13.0,0.0
3.6,0,-6.2,13.3,0.8,2005.0,2.0,10.0,73.0,13.0,0.0
