tmed,prec,tmin,tmax,velmedia,Year,Month,Day,hr,ID,Fire
12.0,1,9.8,14.1,7.2,2001.0,1.0,1.0,82.0,0.0,0.0
9.8,1,8.0,11.5,5.8,2001.0,1.0,2.0,82.0,0.0,0.0
11.8,1,9.2,14.4,7.8,2001.0,1.0,3.0,82.0,0.0,0.0
12.4,1,10.1,14.6,7.2,2001.0,1.0,4.0,82.0,0.0,0.0
12.4,1,8.3,16.4,9.7,2001.0,1.0,5.0,82.0,0.0,0.0
8.4,1,6.5,10.4,3.3,2001.0,1.0,6.0,82.0,0.0,0.0
7.6,1,4.6,10.5,3.6,2001.0,1.0,7.0,82.0,0.0,0.0
6.8,1,4.6,9.0,1.1,2001.0,1.0,8.0,82.0,0.0,0.0
10.4,1,7.2,13.5,8.6,2001.0,1.0,9.0,82.0,0.0,0.0
12.7,1,10.0,15.4,3.3,2001.0,1.0,10.0,82.0,0.0,0.0
11.4,0,9.0,13.7,2.8,2001.0,1.0,11.0,82.0,0.0,0.0
9.6,0,5.5,13.6,0.0,2001.0,1.0,12.0,82.0,0.0,0.0
7.6,0,3.8,11.4,3.1,2001.0,1.0,13.0,82.0,0.0,0.0
7.2,0,3.0,11.3,1.4,2001.0,1.0,14.0,82.0,0.0,0.0
6.0,1,1.8,10.2,1.7,2001.0,1.0,15.0,82.0,0.0,0.0
8.4,1,5.6,11.2,0.3,2001.0,1.0,16.0,82.0,0.0,0.0
7.8,1,4.0,11.6,3.6,2001.0,1.0,17.0,82.0,0.0,0.0
8.9,1,7.2,10.6,1.7,2001.0,1.0,18.0,82.0,0.0,0.0
10.5,0,8.4,12.6,4.7,2001.0,1.0,19.0,82.0,0.0,0.0
10.2,0,9.0,11.5,2.5,2001.0,1.0,20.0,82.0,0.0,0.0
11.5,1,9.3,13.7,6.4,2001.0,1.0,21.0,82.0,0.0,0.0
12.9,1,10.8,15.0,11.1,2001.0,1.0,22.0,82.0,0.0,0.0
14.8,1,12.2,17.5,10.0,2001.0,1.0,23.0,82.0,0.0,0.0
9.7,1,6.2,13.2,5.8,2001.0,1.0,24.0,82.0,0.0,0.0
7.5,1,5.0,10.0,3.9,2001.0,1.0,25.0,82.0,0.0,0.0
10.8,1,7.3,14.2,9.2,2001.0,1.0,26.0,82.0,0.0,0.0
10.0,1,6.5,13.6,4.2,2001.0,1.0,27.0,82.0,0.0,0.0
9.6,1,8.0,11.2,12.5,2001.0,1.0,28.0,82.0,0.0,0.0
9.8,0,8.0,11.6,1.7,2001.0,1.0,29.0,82.0,0.0,0.0
10.2,1,7.9,12.6,0.8,2001.0,1.0,30.0,82.0,0.0,0.0
12.0,1,11.0,13.0,2.8,2001.0,1.0,31.0,82.0,0.0,0.0
11.2,0,8.7,13.7,2.8,2001.0,2.0,1.0,73.0,0.0,0.0
10.6,0,7.3,13.8,1.7,2001.0,2.0,2.0,73.0,0.0,0.0
11.6,0,9.8,13.5,3.3,2001.0,2.0,3.0,73.0,0.0,0.0
12.2,1,10.4,14.0,6.4,2001.0,2.0,4.0,73.0,0.0,0.0
13.5,1,11.6,15.4,11.4,2001.0,2.0,5.0,73.0,0.0,0.0
11.6,1,9.7,13.5,7.5,2001.0,2.0,6.0,73.0,0.0,0.0
10.7,1,8.0,13.4,3.6,2001.0,2.0,7.0,73.0,0.0,0.0
8.8,1,5.6,11.9,4.2,2001.0,2.0,8.0,73.0,0.0,0.0
9.4,1,5.0,13.8,5.8,2001.0,2.0,9.0,73.0,0.0,0.0
15.0,0,12.5,17.6,4.7,2001.0,2.0,10.0,73.0,0.0,0.0
15.6,0,10.6,20.6,4.2,2001.0,2.0,11.0,73.0,0.0,0.0
14.8,0,11.5,18.0,4.2,2001.0,2.0,12.0,73.0,0.0,0.0
12.0,0,6.8,17.1,2.5,2001.0,2.0,13.0,73.0,0.0,0.0
8.7,0,3.2,14.2,3.6,2001.0,2.0,14.0,73.0,0.0,0.0
7.4,0,0.9,14.0,1.9,2001.0,2.0,15.0,73.0,0.0,0.0
9.6,0,2.3,16.8,0.8,2001.0,2.0,16.0,73.0,0.0,0.0
8.4,0,2.2,14.5,1.9,2001.0,2.0,17.0,73.0,0.0,0.0
6.0,0,-1.2,13.2,3.6,2001.0,2.0,18.0,73.0,0.0,0.0
10.0,0,6.6,13.5,4.4,2001.0,2.0,19.0,73.0,0.0,0.0
8.4,0,0.9,16.0,4.7,2001.0,2.0,20.0,73.0,0.0,0.0
8.8,0,2.1,15.4,1.7,2001.0,2.0,21.0,73.0,0.0,0.0
9.8,0,2.1,17.6,1.4,2001.0,2.0,22.0,73.0,0.0,0.0
7.9,0,1.5,14.3,2.8,2001.0,2.0,23.0,73.0,0.0,0.0
9.5,0,7.0,12.0,5.8,2001.0,2.0,24.0,73.0,0.0,0.0
7.8,0,4.1,11.5,4.2,2001.0,2.0,25.0,73.0,0.0,0.0
5.2,1,-0.9,11.2,6.4,2001.0,2.0,26.0,73.0,0.0,0.0
7.4,1,4.0,10.8,9.7,2001.0,2.0,27.0,73.0,0.0,0.0
6.9,1,3.8,10.0,5.3,2001.0,2.0,28.0,73.0,0.0,0.0
6.4,1,3.7,9.0,2.2,2001.0,3.0,1.0,80.0,0.0,0.0
9.4,1,6.8,12.0,1.7,2001.0,3.0,2.0,80.0,0.0,0.0
10.8,1,8.3,13.4,5.0,2001.0,3.0,3.0,80.0,0.0,0.0
10.0,1,7.6,12.5,0.8,2001.0,3.0,4.0,80.0,0.0,0.0
13.8,1,10.8,16.8,7.2,2001.0,3.0,5.0,80.0,0.0,0.0
15.8,1,13.4,18.1,11.1,2001.0,3.0,6.0,80.0,0.0,0.0
12.2,1,9.2,15.1,3.3,2001.0,3.0,7.0,80.0,0.0,0.0
12.6,1,9.6,15.5,3.3,2001.0,3.0,8.0,80.0,0.0,0.0
13.8,1,10.4,17.2,4.4,2001.0,3.0,9.0,80.0,0.0,0.0
15.0,1,13.2,16.8,4.7,2001.0,3.0,10.0,80.0,0.0,0.0
14.3,1,12.0,16.6,6.9,2001.0,3.0,11.0,80.0,0.0,0.0
11.3,1,9.4,13.2,4.4,2001.0,3.0,12.0,80.0,0.0,0.0
12.6,1,10.0,15.3,4.4,2001.0,3.0,13.0,80.0,0.0,0.0
10.3,0,6.3,14.3,3.9,2001.0,3.0,14.0,80.0,0.0,0.0
11.0,1,4.4,17.5,1.9,2001.0,3.0,15.0,80.0,0.0,0.0
11.6,1,8.6,14.6,6.1,2001.0,3.0,16.0,80.0,0.0,0.0
12.0,1,8.6,15.5,6.7,2001.0,3.0,17.0,80.0,0.0,0.0
13.2,0,10.6,15.9,5.0,2001.0,3.0,18.0,80.0,0.0,0.0
14.2,1,12.1,16.4,5.8,2001.0,3.0,19.0,80.0,0.0,0.0
16.2,1,14.4,18.0,8.9,2001.0,3.0,20.0,80.0,0.0,0.0
15.8,1,13.8,17.7,8.9,2001.0,3.0,21.0,80.0,0.0,0.0
15.7,1,13.1,18.3,7.2,2001.0,3.0,22.0,80.0,0.0,0.0
15.4,1,12.0,18.7,3.6,2001.0,3.0,23.0,80.0,0.0,0.0
12.8,1,10.0,15.5,4.2,2001.0,3.0,24.0,80.0,0.0,0.0
12.1,1,9.2,15.0,3.9,2001.0,3.0,25.0,80.0,0.0,0.0
11.4,0,7.7,15.0,4.4,2001.0,3.0,26.0,80.0,0.0,0.0
11.0,1,8.2,13.9,3.3,2001.0,3.0,27.0,80.0,0.0,0.0
12.1,1,8.7,15.5,6.1,2001.0,3.0,28.0,80.0,0.0,0.0
11.0,1,9.2,12.7,5.3,2001.0,3.0,29.0,80.0,0.0,0.0
13.0,1,11.2,14.9,5.3,2001.0,3.0,30.0,80.0,0.0,0.0
13.0,0,9.3,16.7,1.1,2001.0,3.0,31.0,80.0,0.0,0.0
14.8,1,7.6,22.0,2.8,2001.0,4.0,1.0,71.0,0.0,0.0
12.8,0,9.9,15.7,5.8,2001.0,4.0,2.0,71.0,0.0,0.0
12.2,1,8.3,16.2,5.8,2001.0,4.0,3.0,71.0,0.0,0.0
12.6,0,10.1,15.2,2.2,2001.0,4.0,4.0,71.0,0.0,0.0
14.2,0,9.3,19.0,3.9,2001.0,4.0,5.0,71.0,0.0,0.0
13.0,1,10.0,16.1,9.2,2001.0,4.0,6.0,71.0,0.0,0.0
11.3,1,9.1,13.5,10.6,2001.0,4.0,7.0,71.0,0.0,0.0
11.6,0,8.0,15.2,2.5,2001.0,4.0,8.0,71.0,0.0,0.0
11.2,0,6.4,16.0,2.8,2001.0,4.0,9.0,71.0,0.0,0.0
12.8,0,10.7,14.8,3.1,2001.0,4.0,10.0,71.0,0.0,0.0
12.4,0,9.4,15.5,3.9,2001.0,4.0,11.0,71.0,0.0,0.0
11.3,0,5.6,17.0,3.9,2001.0,4.0,12.0,71.0,0.0,0.0
12.5,0,7.0,18.0,4.2,2001.0,4.0,13.0,71.0,0.0,1.0
14.1,0,9.2,19.0,3.9,2001.0,4.0,14.0,71.0,0.0,0.0
11.5,0,4.9,18.1,3.1,2001.0,4.0,15.0,71.0,0.0,0.0
11.1,0,5.0,17.2,3.9,2001.0,4.0,16.0,71.0,0.0,0.0
13.5,0,9.8,17.2,7.5,2001.0,4.0,17.0,71.0,0.0,0.0
11.0,1,8.6,13.5,4.2,2001.0,4.0,18.0,71.0,0.0,0.0
10.2,0,7.4,12.9,5.3,2001.0,4.0,19.0,71.0,0.0,0.0
8.1,0,3.0,13.2,4.4,2001.0,4.0,20.0,71.0,0.0,0.0
9.5,0,5.3,13.7,3.3,2001.0,4.0,21.0,71.0,0.0,0.0
12.3,1,9.2,15.4,6.7,2001.0,4.0,22.0,71.0,0.0,0.0
14.0,1,12.2,15.8,3.3,2001.0,4.0,23.0,71.0,0.0,0.0
12.8,1,9.5,16.2,8.1,2001.0,4.0,24.0,71.0,0.0,0.0
11.6,1,8.0,15.1,3.6,2001.0,4.0,25.0,71.0,0.0,0.0
11.8,1,6.8,16.8,4.4,2001.0,4.0,26.0,71.0,0.0,0.0
11.6,0,7.7,15.4,1.9,2001.0,4.0,27.0,71.0,0.0,0.0
10.6,0,5.6,15.6,2.8,2001.0,4.0,28.0,71.0,0.0,0.0
8.8,1,6.6,11.1,6.1,2001.0,4.0,29.0,71.0,0.0,0.0
8.8,1,5.3,12.4,3.3,2001.0,4.0,30.0,71.0,0.0,0.0
8.2,1,5.0,11.4,1.9,2001.0,5.0,1.0,73.0,0.0,0.0
11.9,1,8.2,15.6,5.6,2001.0,5.0,2.0,73.0,0.0,0.0
11.0,1,8.6,13.5,2.8,2001.0,5.0,3.0,73.0,0.0,0.0
11.6,0,9.9,13.2,6.1,2001.0,5.0,4.0,73.0,0.0,0.0
11.2,0,8.5,13.9,4.7,2001.0,5.0,5.0,73.0,0.0,0.0
9.7,0,4.5,14.9,4.4,2001.0,5.0,6.0,73.0,0.0,0.0
10.0,0,5.7,14.2,4.7,2001.0,5.0,7.0,73.0,0.0,0.0
13.6,0,8.1,19.0,5.6,2001.0,5.0,8.0,73.0,0.0,0.0
14.0,0,8.5,19.4,3.6,2001.0,5.0,9.0,73.0,0.0,0.0
14.2,0,8.1,20.4,3.3,2001.0,5.0,10.0,73.0,0.0,0.0
16.5,0,10.2,22.8,2.8,2001.0,5.0,11.0,73.0,0.0,0.0
13.8,1,10.4,17.1,0.0,2001.0,5.0,12.0,73.0,0.0,0.0
13.5,1,10.3,16.7,5.3,2001.0,5.0,13.0,73.0,0.0,0.0
12.4,1,10.3,14.6,4.7,2001.0,5.0,14.0,73.0,0.0,0.0
13.8,1,11.3,16.3,5.3,2001.0,5.0,15.0,73.0,0.0,0.0
13.8,0,10.4,17.2,1.9,2001.0,5.0,16.0,73.0,0.0,0.0
13.2,0,9.6,16.8,3.3,2001.0,5.0,17.0,73.0,0.0,0.0
13.8,0,7.5,20.1,4.2,2001.0,5.0,18.0,73.0,0.0,0.0
14.3,0,7.6,21.0,3.9,2001.0,5.0,19.0,73.0,0.0,0.0
16.0,0,8.4,23.5,1.4,2001.0,5.0,20.0,73.0,0.0,0.0
14.0,0,9.2,18.7,2.8,2001.0,5.0,21.0,73.0,0.0,0.0
14.8,0,11.0,18.7,2.5,2001.0,5.0,22.0,73.0,0.0,0.0
14.0,0,9.6,18.4,2.2,2001.0,5.0,23.0,73.0,0.0,0.0
16.8,0,11.3,22.2,1.9,2001.0,5.0,24.0,73.0,0.0,0.0
15.2,0,8.8,21.7,2.8,2001.0,5.0,25.0,73.0,0.0,0.0
16.6,0,12.7,20.5,2.8,2001.0,5.0,26.0,73.0,0.0,0.0
18.9,0,12.2,25.6,1.7,2001.0,5.0,27.0,73.0,0.0,0.0
18.4,0,14.8,21.9,2.2,2001.0,5.0,28.0,73.0,0.0,0.0
18.9,0,14.2,23.6,2.2,2001.0,5.0,29.0,73.0,0.0,0.0
16.4,0,13.7,19.2,4.7,2001.0,5.0,30.0,73.0,0.0,0.0
17.4,0,15.1,19.7,6.7,2001.0,5.0,31.0,73.0,0.0,0.0
19.0,0,14.4,23.6,5.3,2001.0,6.0,1.0,70.0,0.0,0.0
18.4,0,11.6,25.1,2.2,2001.0,6.0,2.0,70.0,0.0,0.0
16.1,0,12.4,19.8,1.7,2001.0,6.0,3.0,70.0,0.0,0.0
17.8,0,15.0,20.5,2.8,2001.0,6.0,4.0,70.0,0.0,0.0
16.5,0,13.2,19.8,4.7,2001.0,6.0,5.0,70.0,0.0,0.0
16.6,0,13.4,19.7,3.9,2001.0,6.0,6.0,70.0,0.0,0.0
15.1,0,11.4,18.8,2.5,2001.0,6.0,7.0,70.0,0.0,0.0
15.4,1,13.3,17.5,1.7,2001.0,6.0,8.0,70.0,0.0,0.0
17.0,1,13.6,20.3,3.1,2001.0,6.0,9.0,70.0,0.0,0.0
14.6,0,12.0,17.3,5.8,2001.0,6.0,10.0,70.0,0.0,0.0
14.7,0,7.4,22.0,1.9,2001.0,6.0,11.0,70.0,0.0,0.0
17.6,0,14.5,20.6,2.8,2001.0,6.0,12.0,70.0,0.0,0.0
16.4,0,13.0,19.9,3.1,2001.0,6.0,13.0,70.0,0.0,0.0
18.4,0,15.4,21.5,5.6,2001.0,6.0,14.0,70.0,0.0,0.0
17.0,1,13.3,20.8,7.2,2001.0,6.0,15.0,70.0,0.0,0.0
16.0,0,13.6,18.5,5.3,2001.0,6.0,16.0,70.0,0.0,0.0
14.8,0,12.3,17.4,4.4,2001.0,6.0,17.0,70.0,0.0,0.0
16.2,0,8.4,23.9,1.9,2001.0,6.0,18.0,70.0,0.0,0.0
21.2,0,12.2,30.3,3.1,2001.0,6.0,19.0,70.0,0.0,0.0
22.3,0,14.4,30.2,2.8,2001.0,6.0,20.0,70.0,0.0,0.0
17.4,0,13.5,21.3,2.8,2001.0,6.0,21.0,70.0,0.0,0.0
16.7,0,14.2,19.2,3.1,2001.0,6.0,22.0,70.0,0.0,0.0
17.4,0,15.2,19.5,5.3,2001.0,6.0,23.0,70.0,0.0,0.0
17.9,0,10.2,25.6,1.9,2001.0,6.0,24.0,70.0,0.0,0.0
17.9,0,13.4,22.4,1.7,2001.0,6.0,25.0,70.0,0.0,0.0
19.8,1,16.3,23.3,2.8,2001.0,6.0,26.0,70.0,0.0,0.0
17.5,0,13.5,21.5,2.8,2001.0,6.0,27.0,70.0,0.0,0.0
18.8,0,12.3,25.2,3.6,2001.0,6.0,28.0,70.0,0.0,0.0
19.1,0,15.5,22.7,3.1,2001.0,6.0,29.0,70.0,0.0,0.0
19.1,0,16.8,21.4,4.4,2001.0,6.0,30.0,70.0,0.0,0.0
22.0,0,13.6,30.5,2.2,2001.0,7.0,1.0,77.0,0.0,0.0
21.6,0,17.8,25.5,3.6,2001.0,7.0,2.0,77.0,0.0,0.0
18.4,1,15.4,21.4,3.6,2001.0,7.0,3.0,77.0,0.0,0.0
16.7,1,14.6,18.8,5.0,2001.0,7.0,4.0,77.0,0.0,0.0
17.0,0,13.7,20.2,2.2,2001.0,7.0,5.0,77.0,0.0,0.0
16.8,0,11.8,21.8,3.3,2001.0,7.0,6.0,77.0,0.0,0.0
17.6,0,15.2,20.0,3.1,2001.0,7.0,7.0,77.0,0.0,0.0
16.0,1,12.0,20.0,2.2,2001.0,7.0,8.0,77.0,0.0,0.0
17.7,0,12.7,22.7,3.9,2001.0,7.0,9.0,77.0,0.0,0.0
18.4,0,15.5,21.4,3.3,2001.0,7.0,10.0,77.0,0.0,0.0
18.4,0,13.6,23.2,4.2,2001.0,7.0,11.0,77.0,0.0,0.0
18.9,0,14.5,23.3,3.1,2001.0,7.0,12.0,77.0,0.0,0.0
19.3,1,17.6,21.0,4.7,2001.0,7.0,13.0,77.0,0.0,0.0
16.6,1,13.6,19.6,4.4,2001.0,7.0,14.0,77.0,0.0,0.0
14.8,0,10.8,18.8,3.1,2001.0,7.0,15.0,77.0,0.0,0.0
15.9,1,11.6,20.2,4.2,2001.0,7.0,16.0,77.0,0.0,0.0
17.8,1,15.4,20.3,7.2,2001.0,7.0,17.0,77.0,0.0,0.0
16.7,1,14.3,19.1,5.8,2001.0,7.0,18.0,77.0,0.0,0.0
15.4,0,11.6,19.3,3.9,2001.0,7.0,19.0,77.0,0.0,0.0
15.4,0,9.3,21.5,2.5,2001.0,7.0,20.0,77.0,0.0,0.0
17.4,0,12.8,22.1,2.2,2001.0,7.0,21.0,77.0,0.0,0.0
19.0,0,17.0,21.0,2.8,2001.0,7.0,22.0,77.0,0.0,0.0
19.8,0,17.0,22.6,4.2,2001.0,7.0,23.0,77.0,0.0,0.0
19.4,0,17.4,21.5,4.4,2001.0,7.0,24.0,77.0,0.0,0.0
18.4,0,15.5,21.2,2.2,2001.0,7.0,25.0,77.0,0.0,1.0
17.6,0,13.6,21.6,1.9,2001.0,7.0,26.0,77.0,0.0,0.0
19.0,0,17.3,20.8,2.5,2001.0,7.0,27.0,77.0,0.0,0.0
18.9,0,14.2,23.6,3.3,2001.0,7.0,28.0,77.0,0.0,0.0
20.0,0,13.9,26.0,2.8,2001.0,7.0,29.0,77.0,0.0,0.0
21.3,0,16.8,25.8,2.5,2001.0,7.0,30.0,77.0,0.0,0.0
22.4,0,19.2,25.6,2.5,2001.0,7.0,31.0,77.0,0.0,0.0
21.4,0,18.2,24.5,2.2,2001.0,8.0,1.0,77.0,0.0,0.0
18.2,0,15.1,21.2,2.2,2001.0,8.0,2.0,77.0,0.0,0.0
21.4,0,15.1,27.6,3.6,2001.0,8.0,3.0,77.0,0.0,0.0
16.6,0,11.7,21.5,3.3,2001.0,8.0,4.0,77.0,0.0,0.0
18.5,0,12.8,24.2,3.1,2001.0,8.0,5.0,77.0,0.0,0.0
19.2,0,14.6,23.7,1.9,2001.0,8.0,6.0,77.0,0.0,0.0
19.8,1,16.3,23.2,5.6,2001.0,8.0,7.0,77.0,0.0,0.0
18.4,0,14.8,22.0,3.6,2001.0,8.0,8.0,77.0,0.0,0.0
18.5,0,15.4,21.6,3.6,2001.0,8.0,9.0,77.0,0.0,0.0
19.4,0,14.8,23.9,4.7,2001.0,8.0,10.0,77.0,0.0,0.0
19.3,0,11.0,27.6,2.5,2001.0,8.0,11.0,77.0,0.0,0.0
18.8,0,12.2,25.3,2.8,2001.0,8.0,12.0,77.0,0.0,1.0
18.8,0,12.2,25.3,2.8,2001.0,8.0,12.0,77.0,0.0,1.0
19.8,0,13.7,25.9,2.2,2001.0,8.0,13.0,77.0,0.0,0.0
20.8,0,18.1,23.4,1.4,2001.0,8.0,14.0,77.0,0.0,0.0
17.1,1,13.6,20.6,3.1,2001.0,8.0,15.0,77.0,0.0,0.0
16.6,0,11.7,21.5,2.5,2001.0,8.0,16.0,77.0,0.0,0.0
16.6,1,11.6,21.6,4.2,2001.0,8.0,17.0,77.0,0.0,0.0
18.7,0,15.8,21.6,4.4,2001.0,8.0,18.0,77.0,0.0,0.0
18.0,1,14.5,21.4,5.0,2001.0,8.0,19.0,77.0,0.0,0.0
18.1,0,12.6,23.6,2.2,2001.0,8.0,20.0,77.0,0.0,0.0
19.2,0,15.4,23.1,2.5,2001.0,8.0,21.0,77.0,0.0,0.0
18.9,0,14.3,23.5,2.8,2001.0,8.0,22.0,77.0,0.0,0.0
19.6,0,16.3,22.8,2.8,2001.0,8.0,23.0,77.0,0.0,0.0
21.3,0,17.6,25.0,1.4,2001.0,8.0,24.0,77.0,0.0,0.0
21.4,0,16.7,26.2,1.7,2001.0,8.0,25.0,77.0,0.0,0.0
20.0,0,17.2,22.7,1.9,2001.0,8.0,26.0,77.0,0.0,0.0
22.4,1,17.6,27.3,1.4,2001.0,8.0,27.0,77.0,0.0,0.0
18.5,0,15.8,21.2,1.7,2001.0,8.0,28.0,77.0,0.0,0.0
20.0,0,17.4,22.6,2.5,2001.0,8.0,29.0,77.0,0.0,0.0
20.3,0,17.3,23.3,1.9,2001.0,8.0,30.0,77.0,0.0,0.0
17.0,0,13.5,20.6,4.2,2001.0,8.0,31.0,77.0,0.0,0.0
18.5,0,14.5,22.5,4.4,2001.0,9.0,1.0,71.0,0.0,0.0
18.2,0,11.3,25.2,2.5,2001.0,9.0,2.0,71.0,0.0,0.0
17.8,0,13.3,22.3,4.4,2001.0,9.0,3.0,71.0,0.0,0.0
19.2,0,16.2,22.2,5.0,2001.0,9.0,4.0,71.0,0.0,0.0
20.4,0,15.6,25.3,3.6,2001.0,9.0,5.0,71.0,0.0,0.0
19.2,0,16.1,22.3,5.3,2001.0,9.0,6.0,71.0,0.0,0.0
18.3,0,15.3,21.3,5.0,2001.0,9.0,7.0,71.0,0.0,0.0
16.0,0,10.0,22.1,3.6,2001.0,9.0,8.0,71.0,0.0,0.0
17.0,0,10.3,23.8,3.3,2001.0,9.0,9.0,71.0,0.0,0.0
16.6,0,10.2,23.1,3.1,2001.0,9.0,10.0,71.0,0.0,0.0
17.3,0,9.7,24.9,2.2,2001.0,9.0,11.0,71.0,0.0,0.0
16.0,0,10.2,21.9,2.8,2001.0,9.0,12.0,71.0,0.0,0.0
15.6,1,10.6,20.5,2.5,2001.0,9.0,13.0,71.0,0.0,0.0
16.4,0,14.1,18.7,2.5,2001.0,9.0,14.0,71.0,0.0,1.0
17.5,0,13.0,22.0,3.6,2001.0,9.0,15.0,71.0,0.0,0.0
16.4,0,9.2,23.6,3.3,2001.0,9.0,16.0,71.0,0.0,0.0
16.8,0,12.8,20.7,4.7,2001.0,9.0,17.0,71.0,0.0,1.0
16.8,0,12.8,20.7,4.7,2001.0,9.0,17.0,71.0,0.0,1.0
16.6,0,12.5,20.8,3.6,2001.0,9.0,18.0,71.0,0.0,1.0
14.6,0,6.8,22.5,2.2,2001.0,9.0,19.0,71.0,0.0,1.0
17.2,1,10.0,24.3,2.2,2001.0,9.0,20.0,71.0,0.0,0.0
16.2,1,13.4,19.1,0.3,2001.0,9.0,21.0,71.0,0.0,0.0
16.4,1,13.4,19.5,2.5,2001.0,9.0,22.0,71.0,0.0,0.0
15.5,0,12.4,18.6,2.8,2001.0,9.0,23.0,71.0,0.0,0.0
15.3,0,11.6,19.0,2.8,2001.0,9.0,24.0,71.0,0.0,0.0
15.9,0,12.0,19.8,2.5,2001.0,9.0,25.0,71.0,0.0,0.0
16.2,0,11.1,21.4,3.9,2001.0,9.0,26.0,71.0,0.0,0.0
18.6,0,12.9,24.2,5.0,2001.0,9.0,27.0,71.0,0.0,0.0
17.8,1,15.0,20.6,2.8,2001.0,9.0,28.0,71.0,0.0,0.0
19.0,0,14.7,23.2,1.1,2001.0,9.0,29.0,71.0,0.0,0.0
19.8,0,17.4,22.2,8.3,2001.0,9.0,30.0,71.0,0.0,0.0
21.0,1,18.5,23.5,8.9,2001.0,10.0,1.0,78.0,0.0,0.0
17.0,1,12.5,21.6,5.8,2001.0,10.0,2.0,78.0,0.0,0.0
15.6,0,10.8,20.5,2.5,2001.0,10.0,3.0,78.0,0.0,0.0
13.1,1,8.8,17.4,2.8,2001.0,10.0,4.0,78.0,0.0,0.0
17.7,0,13.6,21.8,5.3,2001.0,10.0,5.0,78.0,0.0,0.0
17.0,1,14.0,20.0,4.7,2001.0,10.0,6.0,78.0,0.0,0.0
16.1,1,13.2,19.0,7.5,2001.0,10.0,7.0,78.0,0.0,0.0
14.9,1,11.2,18.6,4.2,2001.0,10.0,8.0,78.0,0.0,0.0
14.8,0,12.2,17.5,3.1,2001.0,10.0,9.0,78.0,0.0,0.0
13.6,0,8.5,18.8,3.3,2001.0,10.0,10.0,78.0,0.0,0.0
15.8,0,8.0,23.5,0.6,2001.0,10.0,11.0,78.0,0.0,0.0
21.0,1,17.0,25.0,2.8,2001.0,10.0,12.0,78.0,0.0,0.0
17.8,0,14.5,21.2,2.8,2001.0,10.0,13.0,78.0,0.0,0.0
16.8,1,14.0,19.6,6.7,2001.0,10.0,14.0,78.0,0.0,0.0
14.3,1,10.7,17.9,1.9,2001.0,10.0,15.0,78.0,0.0,0.0
15.4,0,9.4,21.5,3.1,2001.0,10.0,16.0,78.0,0.0,0.0
15.4,1,12.6,18.2,3.9,2001.0,10.0,17.0,78.0,0.0,0.0
16.0,1,13.4,18.6,5.3,2001.0,10.0,18.0,78.0,0.0,0.0
15.2,0,11.8,18.6,2.8,2001.0,10.0,19.0,78.0,0.0,0.0
13.7,1,11.6,15.8,4.4,2001.0,10.0,20.0,78.0,0.0,0.0
15.1,1,12.4,17.8,2.5,2001.0,10.0,21.0,78.0,0.0,0.0
16.2,1,13.1,19.2,1.4,2001.0,10.0,22.0,78.0,0.0,0.0
15.3,0,11.5,19.1,3.3,2001.0,10.0,23.0,78.0,0.0,0.0
16.5,0,13.2,19.8,3.1,2001.0,10.0,24.0,78.0,0.0,0.0
14.6,0,9.8,19.3,2.2,2001.0,10.0,25.0,78.0,0.0,0.0
14.8,0,10.2,19.3,3.1,2001.0,10.0,26.0,78.0,0.0,0.0
15.8,0,12.7,18.8,3.3,2001.0,10.0,27.0,78.0,0.0,0.0
19.2,0,15.2,23.1,1.7,2001.0,10.0,28.0,78.0,0.0,0.0
18.0,0,13.5,22.6,0.8,2001.0,10.0,29.0,78.0,0.0,0.0
17.0,0,11.0,23.1,1.7,2001.0,10.0,30.0,78.0,0.0,0.0
16.3,0,13.4,19.2,3.6,2001.0,10.0,31.0,78.0,0.0,0.0
13.4,0,8.7,18.2,1.9,2001.0,11.0,1.0,75.0,0.0,0.0
13.2,0,7.7,18.7,0.8,2001.0,11.0,2.0,75.0,0.0,0.0
11.8,0,4.8,18.7,1.7,2001.0,11.0,3.0,75.0,0.0,0.0
11.6,0,6.4,16.7,1.1,2001.0,11.0,4.0,75.0,0.0,0.0
13.4,0,9.2,17.6,3.3,2001.0,11.0,5.0,75.0,0.0,0.0
11.9,0,7.0,16.8,4.2,2001.0,11.0,6.0,75.0,0.0,0.0
10.6,0,5.4,15.8,2.5,2001.0,11.0,7.0,75.0,0.0,0.0
11.1,1,7.0,15.2,5.0,2001.0,11.0,8.0,75.0,0.0,0.0
9.6,1,7.0,12.3,6.4,2001.0,11.0,9.0,75.0,0.0,0.0
10.5,1,8.2,12.8,4.7,2001.0,11.0,10.0,75.0,0.0,0.0
10.1,0,8.0,12.2,5.0,2001.0,11.0,11.0,75.0,0.0,0.0
11.6,1,8.8,14.4,2.5,2001.0,11.0,12.0,75.0,0.0,0.0
13.1,0,11.7,14.5,4.2,2001.0,11.0,13.0,75.0,0.0,0.0
10.8,0,8.9,12.7,6.1,2001.0,11.0,14.0,75.0,0.0,0.0
9.8,0,8.3,11.3,5.3,2001.0,11.0,15.0,75.0,0.0,0.0
10.0,0,7.4,12.5,3.6,2001.0,11.0,16.0,75.0,0.0,0.0
7.6,0,2.9,12.4,3.1,2001.0,11.0,17.0,75.0,0.0,0.0
7.6,0,2.6,12.6,0.8,2001.0,11.0,18.0,75.0,0.0,0.0
