fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo,ts_20,w_rec,ts_10,ts_50,Year,Month,Day
2007-10-01,1475X,1.3(23),,69.0,,,,,0.0,,,9.9,24.9(19),14.3,0.0,,,04/9.7(24),0.0,,,0.0,5.0,5.5(28),121.0,0.0,,,2.6,,,3.0,0.0,14.8,,15.5,21.0,,,1.0,,,64.0,,,2007,10,1
2007-11-01,1475X,18.5(18),,68.0,,,,,0.0,,,5.6,22.9(03),9.7,0.0,,,03/11.9(24),2.0,,,0.0,7.0,-0.5(17),89.0,0.0,,,59.9,,,3.0,2.0,9.7,,11.2,16.7,,,6.0,,,78.0,,,2007,11,1
2007-12-01,1475X,22.1(25),,77.0,,,,,0.0,,,4.4,16.6(04),11.8,0.0,,,14/14.2(19),2.0,,,0.0,13.0,-1.1(17),90.0,0.0,,,58.1,,,2.0,4.0,8.1,,9.0,13.5,,,9.0,,,61.0,,,2007,12,1
2007-01-01,1505,16.9(22),,84.0,0.0,5.0,2.2,988.5(02),0.0,1027.9,974.0,3.5,15.6(05),11.2,0.0,,,20/14.2(17),2.0,,24.0,0.0,17.0,-3.1(28),88.0,0.0,,399.0,82.7,16.0,1.0,5.0,10.0,4.1,4.0,7.0,10.5,,959.6(25),15.0,,,131.0,,,2007,1,1
2007-02-01,1505,21.0(23),,78.0,2.0,1.0,2.8,977.5(26),5.0,1017.1,964.0,4.1,18.0(16),12.0,0.0,,,27/20.8(10),5.0,,27.0,0.0,20.0,-2.5(01),89.0,0.0,,461.0,143.7,21.0,1.0,8.0,5.0,7.8,0.0,8.4,12.5,,945.5(16),17.0,,,221.0,,,2007,2,1
2007-03-01,1505,15.1(04),,78.0,2.0,2.0,4.4,984.3(09),7.0,1022.5,969.2,3.2,21.8(11),12.2,0.0,,,18/20.3(04),2.0,,37.0,0.0,19.0,-1.2(10),87.0,0.0,,512.0,88.1,17.0,0.0,8.0,3.0,7.8,1.0,8.5,13.7,,957.6(04),15.0,,,164.0,,,2007,3,1
2007-04-01,1505,13.0(29),,75.0,2.0,7.0,6.1,971.2(16),0.0,1017.5,965.0,5.3,27.5(23),10.8,0.0,,,05/12.8(01),2.0,,46.0,0.0,12.0,-0.5(01),104.0,0.0,,577.0,56.7,12.0,6.0,6.0,3.0,10.8,0.0,12.1,18.7,,957.4(01),10.0,,,107.0,,,2007,4,1
2007-05-01,1505,17.6(13),,73.0,1.0,2.0,5.5,977.9(07),1.0,1017.4,965.3,7.5,28.7(09),12.4,0.0,,,24/17.8(13),1.0,,38.0,0.0,15.0,1.8(15),117.0,0.0,,683.0,53.8,16.0,5.0,10.0,0.0,9.4,0.0,13.2,18.9,,951.6(02),11.0,,,220.0,,,2007,5,1
2007-06-01,1505,17.8(09),,72.0,1.0,3.0,6.4,974.4(01),6.0,1015.3,963.8,9.5,30.1(07),13.7,1.0,,,20/20.0(14),4.0,,42.0,0.0,16.0,5.4(27),134.0,0.0,,812.0,98.1,16.0,3.0,11.0,0.0,17.5,0.0,15.9,22.1,,951.6(14),13.0,,,221.0,,,2007,6,1
2007-07-01,1505,20.7(15),,71.0,0.0,9.0,7.8,975.0(09),0.0,1018.4,967.1,10.8,32.0(31),17.2,2.0,,,18/13.1(22),2.0,,52.0,0.0,11.0,5.6(09),148.0,0.0,,954.0,48.7,12.0,0.0,9.0,0.0,17.6,0.0,17.5,24.1,,953.4(23),7.0,,,191.0,,,2007,7,1
2007-08-01,1505,9.1(26),,73.0,0.0,6.0,7.4,972.5(16),1.0,1017.7,966.4,10.2,35.6(04),15.8,4.0,,,23/15.8(15),0.0,,53.0,0.0,16.0,4.0(17),150.0,0.0,,817.0,24.9,18.0,4.0,10.0,0.0,18.4,0.0,17.1,23.9,,958.2(15),7.0,,,196.0,,,2007,8,1
2007-09-01,1505,10.0(30),,74.0,0.0,4.0,8.5,973.8(24),0.0,1019.4,967.7,8.4,29.0(20),15.1,0.0,,,04/12.8(18),1.0,,68.0,0.0,4.0,1.0(28),136.0,0.0,,730.0,16.4,4.0,2.0,9.0,0.0,16.8,0.0,15.9,23.3,,956.7(28),2.0,,,190.0,,,2007,9,1
2007-10-01,1505,13.8(23),,79.0,0.0,8.0,5.4,976.7(09),0.0,1021.4,969.0,6.4,24.7(14),12.5,0.0,,,03/10.8(31),1.0,,49.0,0.0,9.0,0.8(27),121.0,0.0,,444.0,19.4,10.0,0.0,7.0,0.0,13.8,0.0,13.3,20.1,,961.5(24),4.0,,,140.0,,,2007,10,1
2007-11-01,1505,25.7(18),,83.0,0.0,13.0,5.4,978.8(06),0.0,1022.5,968.9,1.4,18.9(02),7.1,0.0,0.0,,18/12.2(21),4.0,,55.0,0.0,9.0,-7.3(17),87.0,0.0,10.0,289.0,72.8,10.0,0.0,7.0,10.0,8.0,0.0,7.5,13.6,0.0,946.4(20),7.0,,11.0,159.0,10.3,,2007,11,1
2007-12-01,1505,11.4(25),,84.0,0.0,15.0,3.6,980.0(06),1.0,1026.5,972.3,0.3,16.1(04),9.5,0.0,0.0,,19/15.6(05),1.0,,40.0,0.0,10.0,-8.4(17),78.0,0.0,10.0,270.0,29.1,12.0,0.0,7.0,14.0,2.6,0.0,5.4,10.4,0.0,961.7(18),7.0,,8.2,162.0,7.7,,2007,12,1
2007-01-01,1631E,,,,,,,,,1016.8,928.8,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,194.0,,,2007,1,1
2007-02-01,1631E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2,1
2007-03-01,1631E,,,,,,,938.7(10),,1010.9,923.8,,,,,,,,,,,,,,74.0,,,,,,,12.0,,,,,,,912.2(26),,,,,,,2007,3,1
2007-04-01,1631E,17.2(21),,68.0,,,,926.7(23),0.0,1005.4,919.9,4.5,26.7(23),9.4,0.0,,,31/13.3(04),3.0,,,0.0,14.0,-1.8(05),89.0,0.0,,,70.4,,,10.0,3.0,7.2,,10.7,16.9,,911.4(01),12.0,,,214.0,,,2007,4,1
2007-05-01,1631E,17.0(22),,71.0,,,,932.6(07),2.0,1005.6,920.7,6.8,26.9(09),11.7,0.0,,,22/19.7(13),2.0,,,0.0,15.0,1.9(15),108.0,0.0,,,75.4,,,11.0,0.0,9.5,,12.5,18.1,,907.3(02),12.0,,,247.0,,,2007,5,1
2007-06-01,1631E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,6,1
2007-07-01,1631E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,7,1
2007-08-01,1631E,,,,,,,927.4(31),,1005.1,921.7,,,,,,,,,,,,,,132.0,,,,,,,9.0,,,,,,,915.9(11),,,,,,,2007,8,1
2007-09-01,1631E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,9,1
2007-10-01,1631E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,10,1
2007-11-01,1631E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,11,1
2007-12-01,1631E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,12,1
2007-01-01,1700X,,,78.0,,,,,,,,2.9,16.7(12),10.6,0.0,,,,,,,,,-4.8(28),81.0,,,,,,,,12.0,6.3,,6.9,11.0,,,,,,,,,2007,1,1
2007-02-01,1700X,25.4(11),,75.0,,,,,0.0,,,3.4,14.8(26),11.5,0.0,,,29/13.6(09),7.0,,,0.0,22.0,-2.9(02),83.0,0.0,,,167.5,,,3.0,5.0,7.9,,7.8,12.2,,,17.0,,,105.0,,,2007,2,1
2007-03-01,1700X,16.7(06),,66.0,,,,,,,,3.0,24.8(11),11.5,0.0,,,,3.0,,,,15.0,-0.8(24),78.0,0.0,,,64.2,,,,2.0,8.1,,9.3,15.6,,,8.0,,,,,,2007,3,1
2007-04-01,1700X,14.8(27),,62.0,,,,,0.0,,,4.9,28.9(22),10.9,0.0,,,06/11.1(05),1.0,,,0.0,13.0,-0.6(06),91.0,0.0,,,51.1,,,3.0,3.0,10.9,,12.8,20.6,,,9.0,,,86.0,,,2007,4,1
2007-05-01,1700X,22.4(24),,67.0,,,,,,,,7.4,30.1(18),11.7,1.0,,,,4.0,,,,14.0,1.8(15),108.0,0.0,,,88.5,,,4.0,0.0,9.4,,13.8,20.0,,,12.0,,,,,,2007,5,1
2007-06-01,1700X,24.2(13),,65.0,,,,,0.0,,,9.1,29.6(07),13.4,0.0,,,21/10.0(13),4.0,,,0.0,10.0,5.1(05),121.0,0.0,,,70.7,,,4.0,0.0,16.5,,15.8,22.5,,,7.0,,,96.0,,,2007,6,1
2007-07-01,1700X,12.8(15),,63.0,,,,,0.0,,,10.1,36.0(30),14.5,6.0,,,33/10.6(08),1.0,,,0.0,7.0,6.2(20),135.0,0.0,,,33.9,,,3.0,0.0,17.0,,17.9,25.7,,,5.0,,,94.0,,,2007,7,1
2007-08-01,1700X,5.6(26),,62.0,,,,,0.0,,,10.3,35.9(04),15.1,6.0,,,14/13.9(25),0.0,,,0.0,5.0,4.8(17),133.0,0.0,,,11.5,,,4.0,0.0,20.5,,18.4,26.6,,,4.0,,,100.0,,,2007,8,1
2007-09-01,1700X,14.0(30),,58.0,,,,,0.0,,,8.1,35.3(06),13.4,15.0,,,34/11.4(24),1.0,,,0.0,5.0,3.3(28),121.0,0.0,,,21.4,,,2.0,0.0,15.5,,18.1,28.1,,,4.0,,,64.0,,,2007,9,1
2007-10-01,1700X,2.7(23),,64.0,,,,,0.0,,,5.5,26.4(20),11.3,0.0,,,01/8.9(29),0.0,,,0.0,2.0,-0.3(27),101.0,0.0,,,2.9,,,2.0,1.0,16.1,,14.0,22.5,,,1.0,,,49.0,,,2007,10,1
2007-11-01,1700X,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,2.0,,,,,,,,,,,,,,2007,11,1
2007-12-01,1700X,,,76.0,,,,,0.0,,,-0.7,15.9(04),7.5,0.0,,,12/11.9(19),,,,0.0,,-7.4(16),70.0,,,,,,,1.0,18.0,7.0,,5.5,11.7,,,,,,37.0,,,2007,12,1
2007-01-01,1690A,13.4(21),,80.0,1.0,4.0,2.5,1023.5(02),0.0,1027.0,1009.0,4.8,18.4(11),11.8,0.0,,,06/12.5(25),1.0,,26.0,0.0,10.0,-4.2(27),96.0,0.0,,312.0,22.8,16.0,0.0,5.0,4.0,6.8,0.0,9.1,13.3,,994.5(25),5.0,,,103.0,,,2007,1,1
2007-02-01,1690A,17.1(23),,77.0,0.0,5.0,2.5,1012.8(26),3.0,1017.0,999.3,5.5,18.4(08),14.4,0.0,,,21/19.4(14),4.0,,24.0,0.0,19.0,-1.0(02),101.0,0.0,,476.0,99.6,21.0,1.0,8.0,2.0,7.0,0.0,10.4,15.3,,979.4(16),15.0,,,175.0,,,2007,2,1
2007-03-01,1690A,13.8(06),,67.0,0.0,0.0,4.8,1019.0(10),1.0,1021.4,1003.7,4.8,24.6(11),13.8,0.0,,,30/16.7(07),1.0,,40.0,0.0,8.0,0.3(11),92.0,0.0,,654.0,38.6,16.0,0.0,7.0,0.0,11.9,0.0,11.4,17.9,,991.3(25),6.0,,,153.0,,,2007,3,1
2007-04-01,1690A,17.3(27),,66.0,0.0,2.0,6.8,1004.3(16),0.0,1015.6,998.2,7.5,31.2(22),13.0,2.0,,,08/14.7(11),2.0,,51.0,0.0,15.0,0.7(01),111.0,0.0,,805.0,65.4,17.0,7.0,5.0,0.0,13.9,0.0,15.1,22.6,,990.9(01),12.0,,,122.0,,,2007,4,1
2007-05-01,1690A,17.2(24),,68.0,0.0,0.0,6.5,1011.3(07),0.0,1016.1,998.8,10.3,32.0(18),15.1,4.0,,,26/12.8(13),4.0,,44.0,0.0,14.0,5.0(15),129.0,0.0,,834.0,81.0,16.0,3.0,7.0,0.0,13.6,0.0,16.7,23.1,,985.8(02),12.0,,,160.0,,,2007,5,1
2007-06-01,1690A,24.2(13),,64.0,0.0,0.0,7.6,1007.7(01),0.0,1014.3,997.2,12.1,33.2(07),15.4,2.0,,,18/13.3(17),2.0,,50.0,0.0,11.0,8.2(27),145.0,0.0,,937.0,54.3,15.0,2.0,8.0,0.0,21.4,0.0,19.0,25.8,,985.7(14),7.0,,,159.0,,,2007,6,1
2007-07-01,1690A,13.3(15),,60.0,0.0,0.0,9.3,1008.5(09),0.0,1017.1,1000.1,13.3,37.9(30),17.0,14.0,,,25/11.4(19),1.0,,62.0,0.0,6.0,8.5(20),154.0,0.0,,1340.0,18.6,8.0,0.0,7.0,0.0,22.0,0.0,21.1,28.8,,987.7(23),2.0,,,146.0,,,2007,7,1
2007-08-01,1690A,9.3(25),,59.0,0.0,0.0,8.9,1005.8(31),1.0,1015.6,998.6,13.6,39.4(04),18.5,13.0,,,17/17.8(25),0.0,,64.0,0.0,7.0,8.6(17),151.0,0.0,,1346.0,12.7,9.0,2.0,6.0,0.0,23.4,0.0,21.7,29.7,,991.5(11),2.0,,,130.0,,,2007,8,1
2007-09-01,1690A,8.0(30),,57.0,0.0,0.0,9.1,1006.9(24),0.0,1016.8,999.8,11.2,37.6(06),16.9,18.0,,,16/10.8(30),0.0,,72.0,0.0,5.0,5.5(26),135.0,0.0,,1287.0,15.4,5.0,2.0,6.0,0.0,19.6,0.0,20.8,30.4,,989.6(28),3.0,,,125.0,,,2007,9,1
2007-10-01,1690A,3.8(23),,66.0,0.0,2.0,7.2,1010.1(09),,1019.4,1002.0,8.1,27.4(01),13.6,0.0,,,,0.0,,65.0,,5.0,2.1(27),123.0,0.0,,754.0,7.4,5.0,1.0,,0.0,19.8,0.0,16.4,24.7,,993.7(24),2.0,,,,,,2007,10,1
2007-11-01,1690A,21.1(21),,73.0,0.0,4.0,5.8,1012.9(06),,1020.7,1002.8,1.6,24.1(04),9.0,0.0,,,,3.0,,59.0,,5.0,-6.3(17),87.0,0.0,,429.0,62.7,6.0,1.0,,5.0,7.0,0.0,9.7,17.7,,980.6(20),4.0,,,,,,2007,11,1
2007-12-01,1690A,12.6(25),,84.0,0.0,11.0,,1015.7(27),,1025.5,1007.4,1.9,17.2(07),10.0,0.0,,,,1.0,,,,7.0,-6.0(17),87.0,0.0,,241.0,22.7,10.0,0.0,,9.0,7.3,0.0,7.2,12.5,,996.4(21),5.0,,,,,,2007,12,1
2007-01-01,1735X,5.0(21),,80.0,,,,,0.0,,,0.9,14.3(12),8.8,0.0,,,03/15.0(25),0.0,,,0.0,10.0,-8.9(27),76.0,0.0,,,10.4,,,6.0,13.0,3.4,,5.4,9.8,,,2.0,,,152.0,,,2007,1,1
2007-02-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2,1
2007-03-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,3,1
2007-04-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,4,1
2007-05-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,5,1
2007-06-01,1735X,21.5(13),,65.0,,,,,0.0,,,7.4,27.0(07),11.2,0.0,,,28/14.2(14),2.0,,,0.0,14.0,2.7(28),111.0,0.0,,,52.3,,,9.0,0.0,15.2,,13.8,20.2,,,8.0,,,179.0,,,2007,6,1
2007-07-01,1735X,11.8(15),,60.0,,,,,0.0,,,8.1,32.2(30),12.2,3.0,,,18/11.1(12),1.0,,,0.0,4.0,4.4(22),115.0,0.0,,,14.6,,,8.0,0.0,16.5,,15.8,23.5,,,2.0,,,167.0,,,2007,7,1
2007-08-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,8,1
2007-09-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,9,1
2007-10-01,1735X,4.6(23),,66.0,,,,,0.0,,,2.3,23.1(20),8.6,0.0,,,03/11.7(30),0.0,,,0.0,6.0,-3.6(31),86.0,0.0,,,12.8,,,5.0,9.0,12.5,,10.6,18.8,,,3.0,,,107.0,,,2007,10,1
2007-11-01,1735X,16.9(21),,66.0,,,,,0.0,,,-2.5,21.8(05),3.9,0.0,,,03/11.9(24),1.0,,,0.0,3.0,-7.6(16),60.0,0.0,,,19.4,,,5.0,23.0,8.0,,6.1,14.7,,,2.0,,,138.0,,,2007,11,1
2007-12-01,1735X,12.6(18),,78.0,,,,,2.0,,,-2.0,13.1(04),5.0,0.0,,,18/17.2(19),1.0,,,0.0,12.0,-10.0(15),66.0,0.0,,,22.6,,,7.0,21.0,2.9,,3.8,9.6,,,3.0,,,170.0,,,2007,12,1
2007-01-01,1484C,18.2(06),14.0,80.0,0.0,4.0,2.2,1026.8(02),,1026.6,1013.4,7.3,16.0(18),13.6,0.0,1.0,4.0,,2.0,13.0,23.0,,19.0,0.5(24),104.0,0.0,1.0,276.0,75.2,19.0,0.0,,0.0,8.4,0.0,10.1,12.8,0.0,999.8(25),13.0,,11.2,,10.3,11.7,2007,1,1
2007-02-01,1484C,24.1(11),16.0,81.0,0.0,2.0,2.3,1017.5(26),,1017.0,1004.0,7.6,16.0(28),11.8,0.0,0.0,1.0,,8.0,11.0,21.0,,21.0,3.0(01),108.0,0.0,1.0,237.0,184.8,21.0,3.0,5.0,0.0,10.9,0.0,10.7,13.8,0.0,984.5(16),18.0,,,,,,2007,2,1
2007-03-01,1484C,21.9(06),11.0,68.0,1.0,1.0,5.7,1021.7(08),,1021.8,1008.7,7.5,22.7(11),13.9,0.0,0.0,3.0,,4.0,17.0,48.0,,15.0,2.6(20),96.0,0.0,0.0,552.0,69.9,15.0,0.0,7.0,0.0,10.9,0.0,11.8,16.1,0.0,997.5(26),6.0,,,,,,2007,3,1
2007-04-01,1484C,23.1(27),3.0,67.0,0.0,3.0,8.2,1008.5(23),0.0,1016.2,1003.3,9.3,26.6(16),14.1,0.0,0.0,10.0,34/12.2(04),3.0,17.0,61.0,0.0,11.0,3.7(01),113.0,0.0,2.0,,75.3,12.0,3.0,4.0,0.0,12.8,0.0,14.6,19.9,0.0,995.2(02),9.0,,,110.0,,,2007,4,1
2007-05-01,1484C,24.5(22),11.0,71.0,0.0,2.0,7.4,1016.0(07),0.0,1016.9,1004.1,11.1,29.1(17),14.8,0.0,0.0,8.0,21/12.5(20),5.0,12.0,51.0,0.0,13.0,6.8(15),132.0,0.0,2.0,538.0,117.0,15.0,2.0,6.0,0.0,13.4,0.0,15.6,20.0,0.0,989.5(02),12.0,,17.8,150.0,17.1,17.3,2007,5,1
2007-06-01,1484C,49.1(18),8.0,73.0,0.0,1.0,7.3,1013.5(01),,1015.2,1002.5,13.0,29.5(06),15.3,0.0,0.0,5.0,,4.0,17.0,48.0,,14.0,9.8(27),150.0,3.0,1.0,503.0,153.5,14.0,0.0,5.0,0.0,19.2,0.0,17.6,22.1,0.0,990.5(14),12.0,,19.9,,19.4,19.3,2007,6,1
2007-07-01,1484C,24.3(22),5.0,72.0,0.0,3.0,9.0,1014.1(09),,1018.4,1005.7,14.1,33.5(29),17.2,3.0,0.0,10.0,,3.0,16.0,60.0,,11.0,10.8(20),166.0,0.0,1.0,579.0,88.0,12.0,0.0,5.0,0.0,18.5,0.0,19.1,24.1,0.0,993.2(22),10.0,,21.4,,21.1,20.7,2007,7,1
2007-08-01,1484C,8.5(14),3.0,66.0,0.0,1.0,9.4,1010.2(16),,1016.6,1004.0,14.9,32.5(03),19.5,3.0,0.0,12.0,,0.0,16.0,67.0,,5.0,11.2(18),159.0,0.0,1.0,812.0,12.3,5.0,1.0,6.0,0.0,20.3,0.0,20.1,25.3,0.0,998.5(15),4.0,,21.9,,21.3,21.4,2007,8,1
2007-09-01,1484C,14.0(29),2.0,63.0,0.0,3.0,10.1,1012.0(24),0.0,1017.2,1004.5,13.7,33.0(06),17.6,5.0,0.0,19.0,35/14.7(27),1.0,9.0,80.0,0.0,5.0,10.0(23),147.0,0.0,2.0,854.0,24.5,6.0,1.0,6.0,0.0,17.4,0.0,19.8,25.9,0.0,995.3(30),4.0,,20.8,167.0,19.8,20.7,2007,9,1
2007-10-01,1484C,4.9(23),1.0,70.0,0.0,2.0,7.2,1014.1(09),0.0,1019.8,1007.0,11.1,25.8(18),15.0,0.0,0.0,12.0,03/11.7(11),0.0,18.0,65.0,0.0,2.0,6.7(22),131.0,0.0,0.0,604.0,5.1,4.0,0.0,8.0,0.0,17.0,0.0,16.4,21.7,0.0,998.9(03),1.0,,,164.0,,,2007,10,1
2007-11-01,1484C,32.4(18),3.0,67.0,0.0,1.0,5.6,1015.5(26),0.0,1019.9,1006.9,7.5,22.0(03),10.9,0.0,0.0,15.0,04/14.2(26),4.0,12.0,57.0,0.0,6.0,2.6(17),95.0,1.0,0.0,545.0,99.6,7.0,2.0,7.0,0.0,12.3,0.0,12.3,17.0,0.0,985.5(20),6.0,,12.4,174.0,11.0,13.7,2007,11,1
2007-12-01,1484C,19.8(02),7.0,75.0,0.0,6.0,3.8,1020.4(06),1.0,1024.5,1011.3,6.0,17.5(21),11.8,0.0,0.0,11.0,11/17.5(19),4.0,13.0,41.0,0.0,11.0,0.3(16),95.0,0.0,2.0,384.0,89.8,11.0,0.0,6.0,0.0,9.7,0.0,9.7,13.3,0.0,998.4(19),10.0,,9.8,165.0,8.6,10.8,2007,12,1
2007-01-01,1495,15.4(07),18.0,84.0,0.0,21.0,3.1,1010.3(02),2.0,1027.4,996.2,6.2,14.7(11),12.5,0.0,0.0,2.0,99/16.1(25),1.0,11.0,32.0,0.0,22.0,-0.1(27),98.0,0.0,12.0,,53.5,20.0,0.0,11.0,1.0,8.0,0.0,8.9,11.5,1.0,981.5(25),10.0,13451.0,,256.0,,,2007,1,1
2007-02-01,1495,48.3(11),16.0,84.0,0.0,10.0,3.3,1000.5(26),9.0,1017.8,987.0,6.7,14.8(22),12.7,0.0,0.0,1.0,21/23.6(14),9.0,11.0,31.0,0.0,21.0,2.2(02),101.0,1.0,3.0,,229.0,22.0,2.0,15.0,0.0,9.4,0.0,9.6,12.4,0.0,966.7(16),17.0,16952.0,,352.0,,,2007,2,1
2007-03-01,1495,44.4(06),9.0,71.0,0.0,3.0,6.4,1005.2(10),6.0,1022.3,991.5,6.7,21.5(10),11.9,0.0,0.0,3.0,33/21.7(07),2.0,19.0,53.0,0.0,14.0,2.7(20),91.0,1.0,2.0,,90.7,15.0,0.0,15.0,0.0,10.1,0.0,10.8,14.8,0.0,978.9(26),8.0,39176.0,,321.0,,,2007,3,1
2007-04-01,1495,19.8(30),5.0,69.0,0.0,6.0,8.4,991.6(23),1.0,1016.4,986.1,8.9,24.4(16),14.8,0.0,0.0,8.0,36/16.1(01),2.0,17.0,63.0,0.0,12.0,2.9(01),107.0,0.0,5.0,,72.9,13.0,4.0,12.0,0.0,11.3,0.0,13.6,18.2,0.0,977.6(02),10.0,55249.0,,259.0,,,2007,4,1
2007-05-01,1495,38.0(24),12.0,75.0,1.0,7.0,7.4,999.0(07),3.0,1017.2,987.0,10.1,26.4(17),13.7,0.0,0.0,8.0,22/17.5(13),3.0,11.0,51.0,0.0,15.0,6.2(01),124.0,1.0,3.0,,111.5,14.0,2.0,15.0,0.0,11.3,0.0,14.2,18.2,0.0,972.3(02),12.0,58631.0,,331.0,,,2007,5,1
2007-06-01,1495,43.2(13),10.0,74.0,0.0,9.0,8.2,996.3(01),2.0,1015.5,985.5,11.9,27.3(06),14.7,0.0,0.0,5.0,20/18.6(13),2.0,15.0,54.0,0.0,14.0,9.5(27),137.0,2.0,2.0,,127.3,15.0,0.0,15.0,0.0,16.6,0.0,16.1,20.2,0.0,973.5(14),12.0,63724.0,,319.0,,,2007,6,1
2007-07-01,1495,42.1(22),5.0,74.0,0.0,9.0,10.3,996.8(09),0.0,1018.6,988.8,13.2,30.7(30),16.7,2.0,0.0,12.0,99/13.9(22),5.0,14.0,69.0,0.0,9.0,10.5(20),155.0,1.0,4.0,,109.1,9.0,0.0,13.0,0.0,16.7,0.0,17.5,21.8,0.0,976.8(23),7.0,73287.0,,291.0,,,2007,7,1
2007-08-01,1495,13.1(14),2.0,67.0,0.0,6.0,10.3,993.2(16),1.0,1016.6,986.9,13.6,29.9(03),18.3,0.0,0.0,12.0,99/16.9(25),1.0,17.0,74.0,0.0,6.0,10.8(22),147.0,0.0,5.0,,22.7,7.0,1.0,15.0,0.0,17.7,0.0,18.4,23.2,0.0,981.5(01),4.0,68642.0,,323.0,,,2007,8,1
2007-09-01,1495,14.6(29),3.0,61.0,0.0,5.0,9.8,994.5(24),0.0,1017.2,987.4,12.9,30.3(06),17.3,1.0,0.0,21.0,19/14.4(30),1.0,6.0,78.0,0.0,7.0,8.6(28),129.0,0.0,5.0,,18.7,7.0,2.0,12.0,0.0,15.2,0.0,18.6,24.2,0.0,978.0(30),3.0,57768.0,,273.0,,,2007,9,1
2007-10-01,1495,3.6(23),0.0,70.0,0.0,5.0,8.6,997.4(09),0.0,1020.1,989.8,10.5,23.8(10),14.3,0.0,0.0,14.0,03/13.3(30),0.0,17.0,78.0,0.0,4.0,6.6(27),119.0,0.0,2.0,,3.9,6.0,0.0,11.0,0.0,16.8,0.0,15.6,20.6,0.0,981.7(03),1.0,40920.0,,222.0,,,2007,10,1
2007-11-01,1495,32.3(21),2.0,68.0,0.0,6.0,7.1,998.4(06),1.0,1020.4,989.6,6.1,22.0(05),9.9,0.0,0.0,13.0,04/16.4(24),4.0,15.0,72.0,0.0,6.0,1.4(17),87.0,1.0,5.0,,106.4,7.0,1.0,10.0,0.0,10.9,0.0,11.2,16.3,0.0,967.8(20),5.0,25247.0,,237.0,,,2007,11,1
2007-12-01,1495,19.3(18),11.0,81.0,0.0,11.0,4.9,1003.4(06),1.0,1025.3,994.1,5.0,16.9(21),9.7,0.0,1.0,11.0,11/15.3(19),4.0,9.0,54.0,0.0,11.0,0.0(16),91.0,0.0,6.0,,92.0,13.0,0.0,10.0,2.0,9.2,0.0,8.8,12.5,1.0,981.0(19),9.0,17037.0,,242.0,,,2007,12,1
2008-01-01,1387E,31.8(10),7.0,77.0,1.0,9.0,2.8,1024.5(30),7.0,1022.0,1009.5,6.2,20.1(20),13.0,0.0,0.0,3.0,34/27.8(16),6.0,21.0,30.0,1.0,19.0,-1.0(31),100.0,1.0,2.0,463.0,131.7,18.0,0.0,14.0,1.0,11.0,0.0,10.4,14.6,0.0,977.2(03),12.0,15856.0,,326.0,,,2008,1,1
2008-02-01,1387E,21.7(01),6.0,66.0,0.0,4.0,5.5,1019.7(06),2.0,1021.7,1009.3,6.6,22.0(09),12.1,0.0,0.0,13.0,29/23.6(03),2.0,10.0,52.0,0.0,10.0,0.7(02),95.0,0.0,1.0,587.0,57.4,10.0,0.0,12.0,0.0,11.8,0.0,12.2,17.7,0.0,985.2(03),5.0,26695.0,,264.0,,,2008,2,1
2008-03-01,1387E,13.0(26),9.0,70.0,1.0,3.0,4.5,1024.6(05),11.0,1019.7,1007.2,6.8,19.5(13),11.1,0.0,0.0,1.0,03/23.3(22),3.0,21.0,37.0,0.0,20.0,-1.0(07),91.0,0.0,1.0,658.0,95.6,21.0,1.0,17.0,1.0,10.8,0.0,10.6,14.3,0.0,989.4(10),16.0,36353.0,,378.0,,,2008,3,1
