fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo,ts_20,w_rec,ts_10,ts_50,Year,Month,Day
2004-01-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,1,1
2004-02-01,1735X,2.4(24),,76.0,,,,956.6(04),0.0,1013.5,942.5,-0.5,17.5(04),9.3,0.0,,,14/12.8(22),0.0,,,0.0,6.0,-9.6(21),73.0,0.0,,,6.7,,,10.0,19.0,3.6,,5.4,11.2,,919.1(21),4.0,,,191.0,,,2004,2,1
2004-03-01,1735X,32.3(11),,73.0,,,,956.6(19),0.0,1014.8,943.9,0.5,20.6(16),5.7,0.0,,,16/14.2(31),1.0,,,0.0,14.0,-6.2(01),74.0,1.0,,,64.2,,,9.0,13.0,6.8,,6.2,11.8,,924.2(31),9.0,,,175.0,,,2004,3,1
2004-04-01,1735X,6.5(30),,72.0,,,,952.3(04),2.0,1008.5,938.6,1.0,25.0(25),8.8,0.0,,,24/18.1(01),0.0,,,0.0,8.0,-5.6(10),82.0,0.0,,,24.5,,,9.0,11.0,7.8,,7.7,14.3,,923.1(01),6.0,,,199.0,,,2004,4,1
2004-05-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,5,1
2004-06-01,1735X,,,60.0,,,,949.7(03),0.0,1011.6,944.4,10.6,31.4(29),14.5,2.0,,,28/11.1(21),,,,0.0,,5.8(16),141.0,,,,,,,9.0,0.0,18.1,,18.6,26.6,,937.3(21),,,,188.0,,,2004,6,1
2004-07-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,7,1
2004-08-01,1735X,22.9(17),,70.0,,,,,1.0,,,10.1,31.9(01),15.0,1.0,,,26/15.3(11),1.0,,,0.0,14.0,4.9(27),140.0,0.0,,,56.9,,,8.0,0.0,17.8,,16.8,23.5,,,10.0,,,166.0,,,2004,8,1
2004-09-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,9,1
2004-10-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,10,1
2004-11-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,11,1
2004-12-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,12,1
2004-01-01,1484C,29.4(25),17.0,83.0,0.0,6.0,2.3,1016.5(18),2.0,1020.6,1007.5,7.6,16.0(31),13.6,0.0,0.0,6.0,17/19.2(31),6.0,8.0,24.0,0.0,21.0,0.9(22),112.0,0.0,3.0,211.0,158.0,21.0,0.0,7.0,0.0,10.5,0.0,10.5,13.4,0.0,992.9(26),16.0,,11.1,182.0,10.3,11.6,2004,1,1
2004-02-01,1484C,6.7(26),2.0,67.0,0.0,1.0,6.0,1018.4(04),1.0,1019.6,1006.5,5.6,21.2(04),13.8,0.0,0.0,7.0,36/19.2(27),0.0,20.0,56.0,0.0,6.0,-1.7(21),88.0,0.0,0.0,448.0,10.5,6.0,0.0,8.0,1.0,7.7,0.0,10.3,14.9,0.0,985.3(21),3.0,,10.6,171.0,9.5,11.2,2004,2,1
2004-03-01,1484C,25.6(31),12.0,67.0,0.0,4.0,5.1,1020.6(19),4.0,1021.3,1008.2,6.4,20.0(15),12.0,0.0,0.0,4.0,15/17.8(31),1.0,15.0,42.0,0.0,16.0,-0.7(02),89.0,0.0,0.0,473.0,72.9,19.0,0.0,9.0,1.0,11.0,0.0,10.5,14.7,0.0,985.3(31),10.0,,11.5,193.0,10.7,11.6,2004,3,1
2004-04-01,1484C,20.8(21),6.0,65.0,0.0,1.0,8.4,1015.4(03),2.0,1015.4,1002.5,7.5,25.5(26),12.0,0.0,0.0,8.0,29/16.9(18),6.0,16.0,62.0,0.0,10.0,3.2(10),98.0,0.0,1.0,632.0,112.6,12.0,1.0,11.0,0.0,12.0,0.0,12.4,17.3,0.0,986.1(01),9.0,,13.9,237.0,13.4,13.6,2004,4,1
2004-05-01,1484C,9.0(05),9.0,68.0,0.0,1.0,7.9,1012.5(29),1.0,1016.0,1003.2,10.5,29.2(20),15.6,0.0,0.0,5.0,02/16.1(11),0.0,17.0,54.0,0.0,15.0,4.7(08),126.0,0.0,0.0,611.0,46.7,16.0,4.0,7.0,0.0,12.0,0.0,15.7,20.7,0.0,990.6(02),11.0,,17.7,172.0,17.4,16.8,2004,5,1
2004-06-01,1484C,20.0(20),4.0,66.0,0.0,4.0,9.1,1011.7(01),0.0,1018.5,1005.9,15.4,34.0(13),19.5,9.0,0.0,8.0,19/13.6(22),1.0,18.0,60.0,0.0,6.0,11.2(20),165.0,0.0,2.0,815.0,33.4,6.0,0.0,7.0,0.0,19.0,0.0,20.7,26.0,0.0,998.5(21),4.0,,23.1,154.0,23.1,21.5,2004,6,1
2004-07-01,1484C,15.9(07),1.0,67.0,0.0,2.0,9.5,1012.9(08),0.0,1018.0,1005.4,15.1,35.0(25),19.5,6.0,0.0,15.0,35/11.4(05),1.0,15.0,64.0,0.0,6.0,11.2(12),167.0,0.0,1.0,718.0,20.4,6.0,0.0,7.0,0.0,18.2,0.0,20.5,25.9,0.0,1000.1(16),3.0,,23.7,160.0,23.5,22.7,2004,7,1
2004-08-01,1484C,20.3(18),9.0,76.0,0.0,5.0,7.6,1011.1(25),0.0,1015.5,1002.9,15.0,27.5(06),18.5,0.0,0.0,5.0,18/14.4(17),7.0,17.0,55.0,0.0,15.0,11.7(27),175.0,0.0,1.0,451.0,135.6,16.0,0.0,7.0,0.0,20.1,0.0,19.3,23.5,0.0,990.3(18),15.0,,22.7,166.0,22.2,22.4,2004,8,1
2004-09-01,1484C,19.7(04),4.0,73.0,0.0,5.0,7.2,1012.7(15),0.0,1019.1,1006.4,13.8,31.0(23),17.1,1.0,0.0,10.0,01/11.4(24),2.0,16.0,59.0,0.0,10.0,9.5(29),165.0,0.0,1.0,498.0,42.2,10.0,5.0,6.0,0.0,19.9,0.0,19.2,24.4,0.0,998.7(07),6.0,,20.7,150.0,19.9,20.7,2004,9,1
2004-10-01,1484C,66.0(09),18.0,85.0,1.0,5.0,3.2,1011.0(02),6.0,1011.7,998.9,11.1,24.0(08),14.2,0.0,0.0,1.0,17/23.1(20),11.0,12.0,29.0,0.0,24.0,7.6(26),143.0,3.0,1.0,290.0,327.3,24.0,1.0,8.0,0.0,13.2,0.0,14.5,17.9,0.0,979.7(27),20.0,,,183.0,,,2004,10,1
2004-11-01,1484C,26.3(30),3.0,76.0,0.0,0.0,5.1,1016.6(16),0.0,1021.9,1008.8,7.6,21.0(06),13.0,0.0,0.0,10.0,17/13.1(03),2.0,17.0,52.0,0.0,6.0,3.0(24),106.0,0.0,0.0,382.0,43.1,7.0,0.0,7.0,0.0,12.8,0.0,11.6,15.6,0.0,985.3(30),3.0,,12.0,174.0,10.7,13.3,2004,11,1
2004-12-01,1484C,19.4(28),7.0,82.0,1.0,4.0,4.3,1023.0(29),1.0,1022.8,1009.6,5.8,17.8(12),11.7,0.0,0.0,13.0,35/16.9(26),1.0,11.0,47.0,0.0,12.0,0.2(08),98.0,0.0,1.0,271.0,59.4,11.0,0.0,6.0,0.0,9.3,0.0,9.3,12.8,0.0,981.1(01),8.0,,9.4,140.0,8.2,10.6,2004,12,1
2004-01-01,1495,30.0(25),16.0,91.0,0.0,21.0,2.5,999.5(18),3.0,1022.3,991.4,6.8,15.0(04),12.8,0.0,0.0,4.0,24/16.9(25),5.0,11.0,27.0,0.0,21.0,1.0(21),115.0,1.0,8.0,213.0,199.1,20.0,0.0,9.0,0.0,8.0,0.0,9.8,12.7,0.0,977.7(26),18.0,,10.2,205.0,10.1,10.9,2004,1,1
2004-02-01,1495,6.8(26),4.0,76.0,0.0,10.0,6.4,1002.1(04),2.0,1020.9,990.1,5.7,20.4(05),12.8,0.0,0.0,7.0,08/18.6(19),0.0,18.0,60.0,0.0,7.0,0.0(21),97.0,0.0,1.0,590.0,15.5,7.0,0.0,9.0,1.0,8.0,0.0,10.2,14.6,0.0,968.1(21),5.0,31877.0,10.3,192.0,10.2,11.1,2004,2,1
2004-03-01,1495,31.2(31),13.0,78.0,1.0,13.0,5.1,1003.9(19),2.0,1022.7,991.9,6.6,20.0(16),11.0,0.0,0.0,3.0,18/18.1(31),4.0,15.0,43.0,0.0,14.0,0.0(02),102.0,1.0,2.0,665.0,110.6,14.0,0.0,10.0,1.0,9.4,0.0,10.5,14.4,0.0,970.2(31),10.0,37229.0,11.1,209.0,11.1,11.4,2004,3,1
2004-04-01,1495,23.2(01),7.0,74.0,0.0,8.0,8.5,999.7(04),2.0,1016.6,986.3,7.9,25.6(26),14.2,0.0,0.0,10.0,05/16.1(08),5.0,13.0,63.0,0.0,9.0,4.8(10),112.0,0.0,1.0,948.0,121.7,9.0,0.0,12.0,0.0,11.4,0.0,12.5,17.1,0.0,970.1(01),8.0,58934.0,13.6,264.0,13.7,13.6,2004,4,1
2004-05-01,1495,14.5(05),7.0,69.0,0.0,7.0,7.8,996.5(30),0.0,1017.2,987.2,10.7,28.6(19),17.2,0.0,0.0,5.0,32/13.6(05),2.0,19.0,53.0,0.0,14.0,5.4(08),124.0,0.0,2.0,1043.0,48.5,14.0,3.0,11.0,0.0,10.8,0.0,15.3,19.9,0.0,973.8(02),8.0,,16.9,225.0,17.1,16.5,2004,5,1
2004-06-01,1495,11.1(22),6.0,69.0,0.0,16.0,9.6,995.3(01),0.0,1019.7,990.1,15.5,31.5(03),19.0,5.0,0.0,10.0,19/13.9(22),2.0,14.0,63.0,0.0,6.0,12.0(20),166.0,0.0,6.0,1168.0,36.2,6.0,0.0,10.0,0.0,17.0,0.0,20.1,24.7,0.0,983.3(21),5.0,72693.0,22.1,251.0,22.2,21.0,2004,6,1
2004-07-01,1495,7.2(07),2.0,68.0,0.0,11.0,10.3,996.9(08),0.0,1019.2,989.6,14.9,33.0(14),20.2,5.0,0.0,15.0,06/13.3(06),0.0,14.0,69.0,0.0,4.0,10.4(08),165.0,0.0,2.0,991.0,10.0,4.0,0.0,11.0,0.0,18.4,0.0,19.9,24.8,0.0,983.8(16),2.0,73765.0,22.7,253.0,22.9,22.5,2004,7,1
2004-08-01,1495,34.3(10),8.0,78.0,0.0,14.0,8.1,995.5(25),2.0,1016.9,987.2,15.1,27.0(27),17.8,0.0,0.0,5.0,23/17.8(18),5.0,18.0,59.0,0.0,16.0,11.8(21),177.0,1.0,6.0,673.0,128.9,16.0,0.0,11.0,0.0,20.2,0.0,19.1,23.0,0.0,975.5(08),12.0,56792.0,22.3,280.0,22.3,22.5,2004,8,1
2004-09-01,1495,20.1(04),6.0,75.0,0.0,15.0,7.5,997.1(15),0.0,1020.3,990.5,14.0,32.0(23),16.4,2.0,0.0,10.0,20/14.4(04),2.0,14.0,61.0,0.0,9.0,11.2(15),168.0,0.0,4.0,769.0,49.8,9.0,4.0,8.0,0.0,19.6,0.0,19.2,24.4,0.0,982.9(02),5.0,44546.0,21.3,213.0,21.2,21.6,2004,9,1
2004-10-01,1495,61.5(09),19.0,87.0,0.0,22.0,3.7,994.9(02),9.0,1013.5,983.4,11.0,23.0(08),13.6,0.0,0.0,0.0,19/28.3(20),13.0,12.0,34.0,1.0,23.0,7.4(26),141.0,5.0,9.0,476.0,412.5,23.0,2.0,14.0,0.0,12.8,0.0,14.2,17.3,0.0,964.3(27),22.0,22911.0,16.7,328.0,16.4,17.9,2004,10,1
2004-11-01,1495,30.2(30),5.0,81.0,0.0,9.0,5.5,1000.5(16),1.0,1023.4,992.6,7.1,21.2(05),11.4,0.0,0.0,7.0,03/16.1(09),2.0,18.0,55.0,0.0,5.0,2.0(24),105.0,1.0,4.0,468.0,48.4,5.0,0.0,10.0,0.0,11.0,0.0,11.2,15.3,0.0,968.7(30),2.0,22518.0,11.9,251.0,11.5,13.4,2004,11,1
2004-12-01,1495,35.4(28),8.0,86.0,0.0,15.0,4.5,1005.9(29),2.0,1024.3,993.2,5.2,17.0(14),10.8,0.0,0.0,13.0,33/18.1(28),3.0,10.0,49.0,0.0,11.0,0.0(07),97.0,1.0,7.0,299.0,88.0,11.0,0.0,8.0,1.0,8.2,0.0,8.7,12.2,0.0,965.0(01),9.0,17191.0,,216.0,,,2004,12,1
2005-01-01,1387E,11.3(12),9.0,76.0,0.0,7.0,3.6,1027.5(02),4.0,1029.0,1016.4,7.1,17.2(16),11.9,0.0,0.0,2.0,03/18.6(26),1.0,20.0,38.0,0.0,11.0,2.2(04),96.0,0.0,1.0,633.0,34.0,12.0,0.0,13.0,0.0,7.8,0.0,10.1,13.0,0.0,1003.9(15),7.0,17176.0,,,,,2005,1,1
2005-02-01,1387E,13.3(25),6.0,75.0,1.0,11.0,4.5,1027.6(11),3.0,1023.6,1010.9,3.0,15.4(12),8.9,0.0,0.0,3.0,29/23.1(22),2.0,19.0,43.0,0.0,12.0,-1.6(24),79.0,0.0,2.0,493.0,50.9,11.0,1.0,12.0,5.0,6.9,0.0,7.0,11.0,0.0,989.9(22),8.0,24623.0,,,,,2005,2,1
2005-03-01,1387E,8.6(02),8.0,68.0,0.0,3.0,5.9,1016.3(08),6.0,1016.3,1003.9,6.7,26.8(18),14.9,0.0,0.0,5.0,21/24.2(21),0.0,18.0,50.0,0.0,15.0,-3.3(02),99.0,0.0,2.0,867.0,53.4,15.0,0.0,13.0,5.0,9.0,0.0,11.6,16.4,0.0,985.8(21),10.0,40569.0,,,,,2005,3,1
2005-04-01,1387E,13.7(13),9.0,73.0,0.0,5.0,5.4,1021.2(10),5.0,1017.2,1004.8,9.2,22.4(28),13.9,0.0,0.0,1.0,02/16.9(08),1.0,20.0,40.0,0.0,17.0,1.2(10),110.0,0.0,1.0,872.0,96.1,19.0,1.0,16.0,0.0,12.2,0.0,12.9,16.5,0.0,993.3(17),16.0,,,,,,2005,4,1
2005-05-01,1387E,12.6(15),7.0,74.0,0.0,7.0,7.1,1014.7(30),4.0,1017.6,1005.4,10.6,24.2(26),14.2,0.0,0.0,3.0,28/19.4(13),3.0,21.0,48.0,0.0,14.0,6.6(06),128.0,0.0,0.0,932.0,81.2,15.0,2.0,14.0,0.0,15.0,0.0,14.9,19.0,0.0,995.1(01),11.0,,,,,,2005,5,1
2005-06-01,1387E,13.2(12),3.0,74.0,0.0,11.0,8.2,1013.9(16),0.0,1017.3,1005.3,14.5,31.5(09),18.4,4.0,0.0,6.0,31/15.0(09),2.0,21.0,53.0,0.0,7.0,8.9(05),171.0,0.0,5.0,983.0,32.1,8.0,2.0,12.0,0.0,18.7,0.0,19.1,23.6,0.0,996.3(12),5.0,,,,,,2005,6,1
2005-07-01,1387E,11.1(27),7.0,71.0,0.0,5.0,8.3,1013.1(19),2.0,1018.1,1006.1,15.5,33.8(12),19.2,5.0,0.0,9.0,17/16.7(27),1.0,15.0,55.0,0.0,10.0,10.7(31),170.0,0.0,2.0,1135.0,26.0,11.0,0.0,15.0,0.0,19.5,0.0,19.9,24.3,0.0,991.8(27),7.0,68890.0,,,,,2005,7,1
2005-08-01,1387E,5.3(09),3.0,76.0,0.0,14.0,9.0,1016.6(20),0.0,1018.9,1006.9,14.4,30.4(06),17.5,2.0,0.0,12.0,02/15.0(19),0.0,16.0,65.0,0.0,7.0,9.3(24),177.0,0.0,7.0,1015.0,13.2,7.0,1.0,12.0,0.0,19.2,0.0,19.4,24.3,0.0,997.1(09),3.0,65127.0,,,,,2005,8,1
2005-09-01,1387E,13.9(09),6.0,81.0,0.0,16.0,7.0,1016.3(29),2.0,1019.7,1007.5,12.3,27.2(14),15.9,0.0,0.0,8.0,06/16.9(17),2.0,16.0,56.0,0.0,11.0,6.7(19),165.0,0.0,10.0,762.0,46.6,10.0,0.0,12.0,0.0,18.3,0.0,17.2,22.1,0.0,997.9(09),8.0,48326.0,,,,,2005,9,1
2005-10-01,1387E,61.6(19),8.0,82.0,0.0,9.0,4.1,1017.1(01),6.0,1014.3,1002.2,12.2,28.8(09),17.9,0.0,0.0,5.0,21/19.2(21),5.0,18.0,37.0,0.0,19.0,6.6(05),151.0,1.0,1.0,814.0,183.4,20.0,1.0,14.0,0.0,15.2,0.0,16.2,20.2,0.0,988.5(27),15.0,26799.0,,,,,2005,10,1
2005-11-01,1387E,31.6(08),6.0,77.0,3.0,6.0,3.3,1026.3(10),7.0,1018.2,1005.8,7.7,19.3(02),15.9,0.0,0.0,3.0,19/24.7(01),7.0,21.0,33.0,0.0,22.0,2.4(29),107.0,1.0,2.0,507.0,189.8,21.0,2.0,14.0,0.0,8.4,0.0,11.5,15.2,0.0,990.8(26),16.0,16733.0,,306.0,,,2005,11,1
2005-12-01,1387E,33.3(01),9.0,75.0,0.0,5.0,3.9,1020.6(09),5.0,1021.0,1008.4,4.7,15.6(22),12.0,0.0,0.0,8.0,28/18.9(02),5.0,14.0,43.0,0.0,18.0,-2.6(24),90.0,1.0,2.0,475.0,137.7,18.0,1.0,12.0,8.0,9.0,0.0,9.1,13.4,0.0,978.7(01),13.0,14852.0,,279.0,,,2005,12,1
2005-01-01,1387,8.5(11),10.0,76.0,0.0,2.0,3.8,1031.9(02),7.0,1028.5,1020.3,9.1,17.6(14),13.5,0.0,0.0,1.0,05/20.6(26),0.0,20.0,40.0,0.0,12.0,5.6(27),104.0,0.0,0.0,645.0,33.5,16.0,0.0,15.0,0.0,9.8,0.0,11.5,13.7,0.0,1007.8(15),8.0,17604.0,10.9,359.0,10.5,11.4,2005,1,1
2005-02-01,1387,8.3(25),7.0,74.0,3.0,2.0,5.4,1031.2(11),5.0,1023.2,1015.0,6.1,15.0(12),10.0,0.0,0.0,3.0,08/20.3(28),0.0,18.0,51.0,0.0,13.0,2.4(26),86.0,0.0,0.0,553.0,34.4,11.0,2.0,17.0,0.0,7.0,1.0,9.0,11.8,0.0,994.1(22),7.0,,9.4,383.0,9.0,10.1,2005,2,1
2005-03-01,1387,11.0(26),7.0,69.0,1.0,0.0,6.1,1020.3(08),8.0,1015.9,1007.9,9.3,27.0(18),15.8,0.0,0.0,3.0,19/21.9(21),1.0,21.0,52.0,0.0,15.0,1.8(02),106.0,0.0,0.0,749.0,40.2,16.0,1.0,15.0,0.0,9.4,0.0,13.0,16.7,0.0,990.1(21),9.0,41299.0,11.7,337.0,12.2,11.7,2005,3,1
2005-04-01,1387,19.0(13),14.0,73.0,1.0,1.0,5.6,1026.6(10),10.0,1017.0,1008.9,10.6,21.2(02),14.0,0.0,0.0,1.0,21/19.2(17),2.0,15.0,41.0,0.0,19.0,5.8(10),113.0,0.0,0.0,706.0,99.5,19.0,2.0,18.0,0.0,12.6,0.0,13.7,16.7,0.0,997.4(17),17.0,47720.0,14.6,408.0,15.1,14.5,2005,4,1
2005-05-01,1387,21.2(13),8.0,74.0,1.0,2.0,7.8,1019.1(30),6.0,1017.4,1009.4,12.2,23.2(07),15.4,0.0,0.0,3.0,22/19.7(02),2.0,20.0,53.0,0.0,15.0,10.3(06),130.0,0.0,0.0,661.0,92.8,14.0,2.0,15.0,0.0,15.2,0.0,15.5,18.8,0.0,999.5(01),13.0,60775.0,17.2,339.0,17.9,17.2,2005,5,1
2005-06-01,1387,31.1(12),4.0,76.0,0.0,9.0,8.7,1018.3(16),2.0,1017.1,1009.3,15.5,30.5(09),19.0,1.0,0.0,5.0,21/15.6(15),1.0,21.0,57.0,0.0,7.0,11.7(05),166.0,1.0,2.0,617.0,41.8,9.0,1.0,14.0,0.0,18.2,0.0,19.1,22.8,0.0,999.9(12),3.0,70670.0,20.7,291.0,21.4,20.3,2005,6,1
2005-07-01,1387,4.8(27),7.0,71.0,0.0,7.0,8.9,1017.2(19),3.0,1017.9,1010.1,16.8,32.4(12),20.0,3.0,0.0,7.0,19/18.1(27),0.0,17.0,59.0,0.0,8.0,14.6(31),168.0,0.0,3.0,791.0,18.8,11.0,0.0,16.0,0.0,19.8,0.0,20.6,24.3,0.0,995.9(27),7.0,73460.0,22.4,343.0,22.7,22.2,2005,7,1
2005-08-01,1387,6.2(09),6.0,77.0,0.0,6.0,9.0,1021.2(20),1.0,1018.7,1010.8,16.3,28.6(07),19.0,0.0,0.0,10.0,01/15.3(21),0.0,15.0,64.0,0.0,5.0,13.8(24),175.0,0.0,3.0,669.0,14.9,7.0,1.0,14.0,0.0,19.8,0.0,19.7,23.1,0.0,1001.0(09),3.0,66909.0,21.9,301.0,22.3,21.9,2005,8,1
2005-09-01,1387,11.7(09),5.0,78.0,0.0,9.0,7.5,1020.4(29),2.0,1019.4,1011.5,14.8,26.5(04),17.4,0.0,0.0,7.0,04/17.8(17),1.0,18.0,60.0,0.0,10.0,12.0(19),163.0,0.0,4.0,497.0,39.4,10.0,0.0,13.0,0.0,19.2,0.0,18.6,22.3,0.0,1001.7(09),8.0,50240.0,20.4,264.0,20.6,20.6,2005,9,1
2005-10-01,1387,42.4(19),13.0,76.0,0.0,6.0,4.7,1021.2(01),6.0,1014.0,1006.1,13.9,26.2(09),18.4,0.0,0.0,4.0,15/18.6(29),5.0,14.0,42.0,0.0,17.0,10.4(08),146.0,1.0,1.0,681.0,167.4,20.0,1.0,12.0,0.0,15.8,0.0,17.2,20.5,0.0,992.3(27),13.0,28258.0,,288.0,,,2005,10,1
2005-11-01,1387,22.8(08),10.0,80.0,3.0,3.0,3.5,1030.3(10),9.0,1017.9,1009.8,10.3,20.0(02),16.2,0.0,0.0,2.0,05/24.7(13),6.0,18.0,36.0,0.0,21.0,5.8(29),121.0,0.0,0.0,509.0,144.0,19.0,4.0,15.0,0.0,9.2,0.0,13.0,15.6,0.0,995.1(26),17.0,17029.0,,333.0,,,2005,11,1
2005-12-01,1387,33.3(01),11.0,78.0,1.0,2.0,4.3,1024.4(09),8.0,1020.6,1012.4,7.8,16.0(22),12.4,0.0,0.0,8.0,26/24.2(02),5.0,12.0,47.0,0.0,15.0,2.9(24),102.0,1.0,0.0,482.0,125.0,14.0,1.0,13.0,0.0,9.5,0.0,10.7,13.5,0.0,982.7(01),13.0,15292.0,9.9,330.0,9.3,10.8,2005,12,1
2005-01-01,1393,22.8(11),,,,,,,20.0,,,7.9,15.0(06),10.3,0.0,,,99/27.2(26),2.0,,,2.0,10.0,4.7(30),,0.0,,,57.1,,,30.0,0.0,8.7,,9.9,11.7,,,6.0,,,667.0,,,2005,1,1
2005-02-01,1393,2.0(11),,,,,,,15.0,,,2.9,12.1(10),7.6,0.0,,,99/30.0(01),0.0,,,2.0,7.0,-0.8(24),,0.0,,,5.2,,,28.0,4.0,5.6,,6.1,9.3,,,2.0,,,602.0,,,2005,2,1
2005-03-01,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,3,1
2005-04-01,1393,,,,,,,,17.0,,,8.6,19.6(01),13.0,0.0,,,23/23.3(18),,,,0.0,,4.3(17),,,,,,,,30.0,0.0,10.8,,11.4,14.2,,,,,,699.0,,,2005,4,1
2005-05-01,1393,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,2005,5,1
2005-06-01,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,6,1
2005-07-01,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,7,1
2005-08-01,1393,2.0(25),,81.0,,,,,13.0,,,14.6,22.9(16),16.3,0.0,,,10/24.2(01),0.0,,,0.0,8.0,12.1(30),160.0,0.0,,,4.5,,,26.0,0.0,17.2,,17.2,19.8,,,1.0,,,541.0,,,2005,8,1
2005-09-01,1393,15.0(08),,83.0,,,,,6.0,,,14.1,22.8(03),15.6,0.0,,,04/22.5(17),3.0,,,0.0,14.0,11.4(19),159.0,0.0,,,60.3,,,18.0,0.0,17.4,,16.8,19.4,,,9.0,,,388.0,,,2005,9,1
2005-10-01,1393,53.3(29),,83.0,,,,,18.0,,,13.5,24.5(09),16.6,0.0,,,19/30.8(29),6.0,,,3.0,21.0,8.2(07),147.0,1.0,,,191.1,,,27.0,0.0,15.1,,15.8,18.1,,,19.0,,,595.0,,,2005,10,1
2005-11-01,1393,,,,,,,,,,,,,,,,,07/33.6(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,11,1
2005-12-01,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,12,1
2005-01-01,1351,10.8(12),,70.0,,,,,22.0,,,8.7,19.7(14),12.6,0.0,,,17/27.2(18),1.0,,,3.0,16.0,4.2(26),90.0,0.0,,,31.2,,,21.0,0.0,7.9,,10.9,13.0,,,9.0,,,574.0,,,2005,1,1
2005-02-01,1351,11.5(26),,70.0,,,,,14.0,,,6.5,14.3(10),9.7,0.0,,,28/32.2(22),1.0,,,1.0,14.0,2.9(22),79.0,0.0,,,44.4,,,21.0,0.0,7.8,,8.6,10.6,,,9.0,,,521.0,,,2005,2,1
2005-03-01,1351,,,,,,,,,,,,,,,,,22/32.2(22),,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,3,1
2005-04-01,1351,12.2(20),,73.0,,,,,16.0,,,9.7,20.1(28),12.2,0.0,,,22/30.0(17),2.0,,,3.0,20.0,6.8(09),101.0,0.0,,,53.2,,,31.0,0.0,11.1,,12.0,14.3,,,15.0,,,665.0,,,2005,4,1
2005-05-01,1351,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,25.0,,,,,,,,,,,,,,2005,5,1
2005-06-01,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,6,1
2005-07-01,1351,2.7(05),,73.0,,,,,12.0,,,15.6,26.8(25),18.9,0.0,,,06/18.3(09),0.0,,,0.0,6.0,14.0(01),154.0,0.0,,,8.5,,,26.0,0.0,18.4,,18.5,21.3,,,3.0,,,564.0,,,2005,7,1
2005-08-01,1351,7.6(25),,77.0,,,,,12.0,,,16.0,23.1(11),17.7,0.0,,,23/20.3(15),0.0,,,0.0,7.0,14.4(26),163.0,0.0,,,17.0,,,21.0,0.0,18.1,,18.5,20.9,,,4.0,,,471.0,,,2005,8,1
2005-09-01,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,9,1
2005-10-01,1351,,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,23.0,,,,,,,,,,,,,,2005,10,1
2005-11-01,1351,,,,,,,,,,,,,,,,,22/32.8(01),,,,,,,105.0,,,,,,,28.0,,,,,,,,,,,,,,2005,11,1
2005-12-01,1351,12.4(01),,81.0,,,,,23.0,,,8.1,14.1(08),10.9,0.0,,,24/38.9(02),1.0,,,6.0,16.0,5.2(23),99.0,0.0,,,59.3,,,35.0,0.0,8.2,,9.7,11.2,,,10.0,,,801.0,,,2005,12,1
2005-01-01,1400,30.4(11),,75.0,,,,,,,,7.0,13.8(06),10.2,0.0,,,,2.0,,,,16.0,2.6(26),85.0,1.0,,,65.2,,,,0.0,6.8,,8.8,10.5,,,8.0,,,,,,2005,1,1
2005-02-01,1400,2.6(12),,67.0,,,,,,,,4.6,12.9(09),8.5,0.0,,,,0.0,,,,9.0,0.0(28),69.0,0.0,,,8.6,,,,1.0,5.7,,7.1,9.5,,,3.0,,,,,,2005,2,1
2005-03-01,1400,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,2005,3,1
