superficie,fecha,lat,lng,idprovincia,municipio,causa,time_ctrl,time_ext,personal,medios,gastos,perdidas,ema,id_ema,año,mes,dia
1.0,2009-03-27,42.333422,-8.439236,36,fornelos de montes,5,70,122,16,2,1320.0,272.0,VIGO AEROP.,1495,2009.0,3.0,27.0
11.0,2009-05-05,42.128322,-8.25695,36,arbo,5,163,459,49,4,44316.0,50574.0,VIGO AEROP.,1495,2009.0,5.0,5.0
1.0,2009-06-21,42.30872,-8.727068,36,moaña,5,127,256,13,4,7455.0,3198.0,PONTEVEDRA INST.,1484C,2009.0,6.0,21.0
2.6,2009-09-11,42.426284,-8.381652,36,"lama, a",5,118,393,39,7,12877.0,8265.0,PONTEVEDRA,1484C,2009.0,9.0,11.0
4.58,2010-03-11,42.804595,-8.154946,36,vila de cruces,5,115,170,14,2,1015.0,3655.0,PONTEVEDRA,1484C,2010.0,3.0,11.0
3.2,2010-03-12,42.590783,-8.479251,36,"estrada, a",5,66,103,19,3,5240.0,0.0,PONTEVEDRA,1484C,2010.0,3.0,12.0
1.02,2010-03-15,42.4679,-8.489419,36,cotobade,5,118,205,3,0,659.0,3811.0,PONTEVEDRA,1484C,2010.0,3.0,15.0
1.8,2010-03-17,42.457079,-8.420219,36,"lama, a",5,61,121,8,0,691.0,4332.0,PONTEVEDRA,1484C,2010.0,3.0,17.0
1.5,2010-08-05,42.149269,-8.249625,36,crecente,5,105,391,30,4,15113.0,5187.0,VIGO AEROP.,1495,2010.0,8.0,5.0
67.7,2010-08-12,42.276342,-8.295731,36,covelo,5,727,896,26,9,12501.0,36310.0,VIGO AEROP.,1495,2010.0,8.0,12.0
12.93,2010-08-13,42.437873,-8.711298,36,poio,5,442,1747,98,16,79996.0,19093.0,PONTEVEDRA INST.,1484C,2010.0,8.0,13.0
1.5,2010-08-15,42.08817,-8.627052,36,salceda de caselas,5,103,298,17,3,4566.0,1528.0,VIGO AEROP.,1495,2010.0,8.0,15.0
1.2,2011-02-07,42.140837,-8.670187,36,mos,5,162,197,13,2,1827.0,1142.0,VIGO AEROP.,1495,2011.0,2.0,7.0
1.48,2011-02-08,42.534375,-8.346454,36,forcarei,5,40,61,5,0,422.0,9352.0,PONTEVEDRA,1484C,2011.0,2.0,8.0
8.97,2011-03-23,42.68308,-8.228245,36,silleda,5,178,200,19,2,2573.0,12516.0,PONTEVEDRA,1484C,2011.0,3.0,23.0
1.0,2011-04-01,42.332537,-8.476811,36,fornelos de montes,5,50,83,5,1,964.0,0.0,VIGO AEROP.,1495,2011.0,4.0,1.0
3.2,2011-06-10,42.589472,-8.405855,36,"estrada, a",5,509,952,21,5,3074.0,0.0,PONTEVEDRA,1484C,2011.0,6.0,10.0
320.68,2011-06-26,42.182727,-8.263519,36,"cañiza, a",5,1600,3755,209,16,60393.0,646903.0,VIGO AEROP.,1495,2011.0,6.0,26.0
7.75,2011-06-29,42.506459,-8.534931,36,cotobade,5,336,506,12,6,4508.0,5247.0,PONTEVEDRA,1484C,2011.0,6.0,29.0
1.1,2011-06-29,42.183601,-8.784546,36,vigo,5,141,305,21,6,3461.0,1999.0,VIGO AEROP.,1495,2011.0,6.0,29.0
4.2,2011-06-30,42.502247,-8.53562,36,cotobade,5,229,354,9,2,2533.0,9475.0,PONTEVEDRA,1484C,2011.0,6.0,30.0
1.99,2011-06-30,42.660742,-8.219699,36,silleda,5,137,386,20,4,6739.0,2968.0,PONTEVEDRA,1484C,2011.0,6.0,30.0
3.0,2011-06-30,42.103473,-8.410354,36,"neves, as",5,138,288,10,2,2173.0,2462.0,VIGO AEROP.,1495,2011.0,6.0,30.0
6.0,2011-07-02,42.2741,-8.426859,36,mondariz,5,213,423,23,13,28087.0,9807.0,VIGO AEROP.,1495,2011.0,7.0,2.0
8.0,2011-07-23,42.273277,-8.419021,36,mondariz,5,573,1042,53,5,12905.0,5703.0,VIGO AEROP.,1495,2011.0,7.0,23.0
1.2,2011-07-23,42.814915,-8.049318,36,agolada,5,102,372,26,4,8830.0,1770.0,PONTEVEDRA,1484C,2011.0,7.0,23.0
1.81,2011-07-23,42.214822,-8.713043,36,vigo,5,75,250,17,3,4223.0,190.0,VIGO AEROP.,1495,2011.0,7.0,23.0
2.3,2011-07-24,42.017182,-8.68125,36,tomiño,5,86,478,22,5,10454.0,5621.0,VIGO AEROP.,1495,2011.0,7.0,24.0
2.0,2011-07-24,42.136216,-8.564646,36,salceda de caselas,5,154,270,36,9,20931.0,2574.0,VIGO AEROP.,1495,2011.0,7.0,24.0
1.41,2011-08-19,42.769695,-8.025221,36,agolada,5,68,322,11,7,5075.0,2147.0,PONTEVEDRA,1484C,2011.0,8.0,19.0
6.36,2011-10-03,42.782075,-7.991627,36,agolada,5,357,953,23,1,2766.0,2836.0,PONTEVEDRA,1484C,2011.0,10.0,3.0
1.63,2011-10-03,42.224872,-8.236722,36,"cañiza, a",5,115,286,20,2,6435.0,0.0,VIGO AEROP.,1495,2011.0,10.0,3.0
1.4,2011-10-08,41.983559,-8.738082,36,tomiño,5,109,604,10,2,3446.0,7467.0,VIGO AEROP.,1495,2011.0,10.0,8.0
1.62,2011-10-16,42.760391,-8.05625,36,agolada,5,74,82,4,1,773.0,0.0,PONTEVEDRA,1484C,2011.0,10.0,16.0
24.34,2011-10-16,42.64982,-7.901441,36,rodeiro,5,889,1282,40,6,17368.0,26879.0,PONTEVEDRA,1484C,2011.0,10.0,16.0
6.44,2011-10-17,42.590694,-7.95685,36,rodeiro,5,204,383,11,4,8994.0,5186.0,PONTEVEDRA,1484C,2011.0,10.0,17.0
1.88,2011-10-22,42.77097,-8.241223,36,vila de cruces,5,72,183,14,3,4290.0,4992.0,PONTEVEDRA,1484C,2011.0,10.0,22.0
5.39,2011-12-30,42.59243,-8.194274,36,lalín,5,135,162,11,2,1988.0,0.0,PONTEVEDRA,1484C,2011.0,12.0,30.0
2.55,2012-02-09,42.303594,-8.475546,36,fornelos de montes,5,90,115,5,1,136.0,0.0,VIGO AEROP.,1495,2012.0,2.0,9.0
4.0,2012-02-13,42.074299,-8.749423,36,gondomar,5,171,231,20,3,3229.0,6360.0,VIGO AEROP.,1495,2012.0,2.0,13.0
1.8,2012-02-16,42.253873,-8.417974,36,mondariz,5,139,219,12,2,2287.0,3143.0,VIGO AEROP.,1495,2012.0,2.0,16.0
1.5,2012-02-23,42.358833,-8.599482,36,pontevedra,5,53,133,21,2,2429.0,1122.0,PONTEVEDRA INST.,1484C,2012.0,2.0,23.0
2.97,2012-02-23,42.829669,-7.984626,36,agolada,5,91,118,5,1,1900.0,357.0,PONTEVEDRA,1484C,2012.0,2.0,23.0
4.3,2012-03-09,42.679627,-8.064626,36,lalín,5,143,344,16,3,4391.0,9049.0,PONTEVEDRA,1484C,2012.0,3.0,9.0
1.31,2012-03-10,42.630923,-8.173215,36,lalín,5,74,225,9,3,2056.0,5625.0,PONTEVEDRA,1484C,2012.0,3.0,10.0
18.57,2012-03-13,42.746878,-8.038372,36,agolada,5,226,281,36,14,14837.0,27003.0,PONTEVEDRA,1484C,2012.0,3.0,13.0
17.94,2012-03-15,42.778479,-8.163504,36,vila de cruces,5,285,491,29,7,6154.0,24734.0,PONTEVEDRA,1484C,2012.0,3.0,15.0
8.97,2012-03-25,42.710991,-8.210168,36,silleda,5,240,275,21,4,4409.0,7927.0,PONTEVEDRA,1484C,2012.0,3.0,25.0
25.43,2012-03-27,42.143228,-8.237716,36,crecente,5,289,423,42,4,5107.0,68658.0,VIGO AEROP.,1495,2012.0,3.0,27.0
248.0,2012-03-28,42.251893,-8.430842,36,mondariz,5,870,1740,288,23,22460.0,581313.0,VIGO AEROP.,1495,2012.0,3.0,28.0
1.5,2012-03-30,42.577175,-8.707525,36,caldas de reis,5,63,303,19,2,1525.0,3066.0,PONTEVEDRA INST.,1484C,2012.0,3.0,30.0
5.33,2012-04-04,42.802241,-8.051004,36,agolada,5,105,204,11,4,3981.0,12214.0,PONTEVEDRA,1484C,2012.0,4.0,4.0
1.7,2012-05-17,42.082326,-8.580551,36,salceda de caselas,5,147,238,8,2,1741.0,5283.0,VIGO AEROP.,1495,2012.0,5.0,17.0
1.3,2012-07-24,42.804665,-8.020221,36,agolada,5,113,173,16,5,13640.0,2835.0,PONTEVEDRA,1484C,2012.0,7.0,24.0
1.5,2012-09-02,42.493604,-8.601081,36,pontevedra,5,116,264,43,6,9809.0,1590.0,PONTEVEDRA INST.,1484C,2012.0,9.0,2.0
1.24,2012-09-13,42.191557,-8.542891,36,ponteareas,5,84,259,44,8,8980.0,248.0,VIGO AEROP.,1495,2012.0,9.0,13.0
1.5,2013-05-04,42.657647,-8.720899,36,catoira,5,79,235,11,5,4784.0,3572.0,PONTEVEDRA INST.,1484C,2013.0,5.0,4.0
3.0,2013-08-09,42.334685,-8.64797,36,vilaboa,5,230,500,37,10,18103.0,4492.0,PONTEVEDRA INST.,1484C,2013.0,8.0,9.0
1.0,2013-08-27,42.074453,-8.577738,36,tui,5,141,186,5,1,519.0,1817.0,VIGO AEROP.,1495,2013.0,8.0,27.0
4.0,2013-08-28,42.077146,-8.429674,36,"neves, as",5,300,672,18,6,6693.0,8960.0,VIGO AEROP.,1495,2013.0,8.0,28.0
1.07,2013-08-31,42.531147,-8.683764,36,meis,5,154,259,21,4,2904.0,2333.0,PONTEVEDRA INST.,1484C,2013.0,8.0,31.0
1.1,2013-09-02,42.097402,-8.790534,36,gondomar,5,81,316,64,10,13043.0,3377.0,VIGO AEROP.,1495,2013.0,9.0,2.0
4.0,2013-09-02,42.791122,-8.031977,36,agolada,5,235,472,32,10,10659.0,2453.0,PONTEVEDRA,1484C,2013.0,9.0,2.0
2.96,2013-09-09,42.734833,-8.591463,36,"estrada, a",5,224,414,48,15,18565.0,668.0,PONTEVEDRA,1484C,2013.0,9.0,9.0
2.0,2013-09-09,42.386001,-8.491844,36,ponte caldelas,5,113,433,28,8,19775.0,5038.0,PONTEVEDRA,1484C,2013.0,9.0,9.0
12.65,2013-09-11,42.578236,-8.615494,36,moraña,5,295,690,44,9,31090.0,39235.0,PONTEVEDRA,1484C,2013.0,9.0,11.0
2.35,2014-04-15,42.15931548,-8.25581302,36,"cañiza, a",5,62,134,25,6,4143.0,619.0,VIGO AEROP.,1495,2014.0,4.0,15.0
3.7,2014-04-17,42.69220355,-8.26252108,36,silleda,5,239,284,15,3,2594.0,7362.0,PONTEVEDRA,1484C,2014.0,4.0,17.0
10.1,2014-05-15,42.13443885,-8.22838296,36,crecente,5,297,535,66,12,32928.0,13300.0,VIGO AEROP.,1495,2014.0,5.0,15.0
2.0,2014-05-16,42.27481798,-8.60015953,36,redondela,5,185,245,12,2,1488.0,7519.0,VIGO AEROP.,1495,2014.0,5.0,16.0
1.1,2014-06-16,42.09583194,-8.42734236,36,"neves, as",5,91,262,14,3,3870.0,635.0,VIGO AEROP.,1495,2014.0,6.0,16.0
5.4,2015-03-25,42.32909727,-8.5558663,36,soutomaior,5,94,247,40,7,10120.0,9329.0,VIGO AEROP.,1495,2015.0,3.0,25.0
1.27,2015-04-12,42.14843107,-8.66747323,36,"porriño, o",5,105,315,34,10,17157.0,3514.0,VIGO AEROP.,1495,2015.0,4.0,12.0
1.7,2015-07-20,42.10046678,-8.49364676,36,salvaterra de miño,5,78,258,18,6,8379.0,2912.0,VIGO AEROP.,1495,2015.0,7.0,20.0
6.75,2015-08-03,42.45042964,-8.36356241,36,"lama, a",5,182,628,33,23,27966.0,0.0,PONTEVEDRA,1484C,2015.0,8.0,3.0
1.6,2015-08-04,42.67399667,-8.03074591,36,lalín,5,149,425,18,4,1948.0,104.0,PONTEVEDRA,1484C,2015.0,8.0,4.0
2.8,2001-02-19,42.894914,-7.293394,27,baralla,5,90,120,10,1,,4958.0,LUGO AEROPUERTO,1505,2001.0,2.0,19.0
1.25,2001-02-21,42.793973,-7.163956,27,"nogais, as",5,170,180,3,1,,,LUGO AEROPUERTO,1505,2001.0,2.0,21.0
2.0,2001-03-15,42.918997,-7.152124,27,becerreá,5,65,105,9,0,,,LUGO AEROPUERTO,1505,2001.0,3.0,15.0
1.5,2001-04-09,42.918997,-7.152124,27,becerreá,5,80,90,7,0,,,LUGO AEROPUERTO,1505,2001.0,4.0,9.0
2.5,2001-04-19,42.418231,-7.563542,27,sober,5,285,330,18,3,,5337.0,LUGO AEROPUERTO,1505,2001.0,4.0,19.0
5.0,2001-04-20,42.793973,-7.163956,27,"nogais, as",5,160,200,9,1,,,LUGO AEROPUERTO,1505,2001.0,4.0,20.0
4.0,2001-05-27,43.574675,-7.426097,27,"valadouro, o",5,145,285,19,2,,14454.0,LUGO AEROPUERTO,1505,2001.0,5.0,27.0
9.0,2001-05-27,42.701779,-7.741032,27,taboada,5,210,240,20,2,,,LUGO AEROPUERTO,1505,2001.0,5.0,27.0
2.5,2001-05-29,43.020702,-7.011675,27,navia de suarna,5,125,220,9,1,,,LUGO AEROPUERTO,1505,2001.0,5.0,29.0
11.1,2001-06-13,42.876499,-7.710316,27,guntín,5,250,520,59,5,3840.0,40580.0,LUGO AEROPUERTO,1505,2001.0,6.0,13.0
2.5,2001-06-19,42.769892,-6.984555,27,cervantes,5,165,250,7,1,,,LUGO AEROPUERTO,1505,2001.0,6.0,19.0
1.7,2001-06-22,42.497716,-7.81825,27,carballedo,5,20,70,5,1,,,LUGO AEROPUERTO,1505,2001.0,6.0,22.0
1.0,2001-06-24,42.497716,-7.81825,27,carballedo,5,170,215,5,1,,5655.0,LUGO AEROPUERTO,1505,2001.0,6.0,24.0
1.5,2001-06-25,42.392444,-7.186071,27,quiroga,5,90,185,6,2,,,LUGO AEROPUERTO,1505,2001.0,6.0,25.0
3.5,2001-09-17,43.188544,-7.021923,27,"fonsagrada, a",5,130,215,12,6,,,LUGO AEROPUERTO,1505,2001.0,9.0,17.0
56.0,2001-11-03,42.811004,-6.931252,27,cervantes,5,630,1000,22,1,349.0,154507.0,LUGO AEROPUERTO,1505,2001.0,11.0,3.0
2.0,2001-11-16,42.917506,-7.927463,27,palas de rei,5,90,115,5,1,,,LUGO AEROPUERTO,1505,2001.0,11.0,16.0
2.0,2001-11-19,42.960686,-7.888839,27,palas de rei,5,110,160,11,2,,,LUGO AEROPUERTO,1505,2001.0,11.0,19.0
2.0,2002-01-26,43.129381,-7.179511,27,"fonsagrada, a",5,100,135,6,0,,,LUGO AEROPUERTO,1505,2002.0,1.0,26.0
21.8,2002-02-02,43.561459,-7.568708,27,ourol,5,285,315,11,6,,87976.0,LUGO AEROPUERTO,1505,2002.0,2.0,2.0
9.0,2002-03-22,43.54411,-7.612715,27,ourol,5,210,285,29,4,,6147.0,LUGO AEROPUERTO,1505,2002.0,3.0,22.0
1.0,2002-03-28,42.973453,-7.596059,27,lugo,5,70,105,6,1,,,LUGO AEROPUERTO,1505,2002.0,3.0,28.0
6.0,2002-04-28,42.770611,-7.91383,27,antas de ulla,5,135,150,5,2,,,LUGO AEROPUERTO,1505,2002.0,4.0,28.0
3.0,2002-05-31,42.800194,-7.687762,27,portomarín,5,305,310,3,2,,,LUGO AEROPUERTO,1505,2002.0,5.0,31.0
1.0,2002-06-24,42.874278,-7.964244,27,palas de rei,5,90,165,6,1,,3072.0,LUGO AEROPUERTO,1505,2002.0,6.0,24.0
1.51,2002-07-19,42.661163,-7.760776,27,chantada,5,55,170,26,3,,99.0,LUGO AEROPUERTO,1505,2002.0,7.0,19.0
12.5,2002-07-20,42.602286,-7.416576,27,"pobla do brollón, a",5,280,530,40,13,7729.0,15522.0,LUGO AEROPUERTO,1505,2002.0,7.0,20.0
8.0,2002-07-26,42.734869,-7.876523,27,antas de ulla,5,215,320,16,2,53298.0,0.0,LUGO AEROPUERTO,1505,2002.0,7.0,26.0
2.0,2002-07-30,42.786796,-7.793546,27,monterroso,5,130,200,25,5,28801.0,0.0,LUGO AEROPUERTO,1505,2002.0,7.0,30.0
220.0,2002-09-02,42.3699,-7.20818,27,quiroga,5,940,1925,89,18,1358.0,294444.0,LUGO AEROPUERTO,1505,2002.0,9.0,2.0
1.5,2002-10-06,43.364971,-7.567401,27,vilalba,5,120,290,11,2,,41.0,LUGO AEROPUERTO,1505,2002.0,10.0,6.0
12.0,2002-10-19,43.306099,-7.268567,27,riotorto,5,148,193,23,4,559.0,1856.0,LUGO AEROPUERTO,1505,2002.0,10.0,19.0
4.0,2003-03-11,43.140253,-7.870505,27,guitiriz,5,40,100,15,1,,,LUGO AEROPUERTO,1505,2003.0,3.0,11.0
1.5,2003-03-13,42.79182,-7.098287,27,"nogais, as",5,225,260,5,1,,,LUGO AEROPUERTO,1505,2003.0,3.0,13.0
4.0,2003-03-16,42.406615,-7.498344,27,sober,5,230,270,11,2,,,LUGO AEROPUERTO,1505,2003.0,3.0,16.0
1.5,2003-04-05,42.873738,-7.834999,27,palas de rei,5,70,85,6,1,,,LUGO AEROPUERTO,1505,2003.0,4.0,5.0
65.0,2003-04-05,42.917506,-7.927463,27,palas de rei,5,720,1420,20,2,,,LUGO AEROPUERTO,1505,2003.0,4.0,5.0
1.0,2003-04-06,42.915499,-7.898179,27,palas de rei,5,60,135,6,1,,,LUGO AEROPUERTO,1505,2003.0,4.0,6.0
2.35,2003-05-28,43.636909,-7.499651,27,xove,5,105,205,11,1,,61.0,LUGO AEROPUERTO,1505,2003.0,5.0,28.0
1.0,2003-06-11,42.866566,-7.883429,27,palas de rei,5,95,150,13,1,,132.0,LUGO AEROPUERTO,1505,2003.0,6.0,11.0
1.0,2003-06-16,42.806847,-7.743783,27,portomarín,5,125,165,10,1,,,LUGO AEROPUERTO,1505,2003.0,6.0,16.0
1.5,2003-06-26,42.704666,-7.631632,27,"saviñao, o",5,70,185,6,2,,5821.0,LUGO AEROPUERTO,1505,2003.0,6.0,26.0
1.5,2003-07-11,42.894647,-7.943524,27,palas de rei,5,130,160,6,1,,2420.0,LUGO AEROPUERTO,1505,2003.0,7.0,11.0
1.65,2003-07-12,42.823618,-7.832589,27,monterroso,5,60,125,10,2,,1710.0,LUGO AEROPUERTO,1505,2003.0,7.0,12.0
2.0,2003-07-25,42.596252,-7.796302,27,chantada,5,265,660,18,2,,5514.0,LUGO AEROPUERTO,1505,2003.0,7.0,25.0
3.55,2003-08-04,42.683213,-7.357423,27,"incio, o",5,200,490,16,4,,2455.0,LUGO AEROPUERTO,1505,2003.0,8.0,4.0
1.0,2003-08-13,42.656703,-7.803763,27,chantada,5,135,160,5,0,,,LUGO AEROPUERTO,1505,2003.0,8.0,13.0
1.5,2003-08-13,42.823618,-7.832589,27,monterroso,5,310,335,12,3,,,LUGO AEROPUERTO,1505,2003.0,8.0,13.0
3.0,2003-08-13,42.651786,-7.632377,27,"saviñao, o",5,170,400,23,2,,11386.0,LUGO AEROPUERTO,1505,2003.0,8.0,13.0
1.0,2003-08-19,42.744817,-7.262233,27,samos,5,60,70,9,1,,,LUGO AEROPUERTO,1505,2003.0,8.0,19.0
1.0,2003-08-19,42.688816,-7.690085,27,"saviñao, o",5,100,215,19,3,,,LUGO AEROPUERTO,1505,2003.0,8.0,19.0
4.0,2003-08-22,42.716228,-7.258256,27,samos,5,180,305,10,2,5.0,0.0,LUGO AEROPUERTO,1505,2003.0,8.0,22.0
30.0,2003-08-24,42.671489,-7.369447,27,"incio, o",5,425,1345,24,14,2168.0,129119.0,LUGO AEROPUERTO,1505,2003.0,8.0,24.0
2.0,2003-09-12,42.685089,-7.308134,27,"incio, o",5,150,210,16,2,16.0,0.0,LUGO AEROPUERTO,1505,2003.0,9.0,12.0
25.0,2003-09-13,42.841546,-7.308839,27,láncara,5,220,450,26,7,115.0,100603.0,LUGO AEROPUERTO,1505,2003.0,9.0,13.0
1.5,2003-09-14,43.344524,-7.187441,27,"pontenova, a",5,125,250,12,0,,,LUGO AEROPUERTO,1505,2003.0,9.0,14.0
2.5,2003-09-15,42.736693,-7.596233,27,paradela,5,130,185,11,2,40.0,0.0,LUGO AEROPUERTO,1505,2003.0,9.0,15.0
1.5,2003-09-21,43.552356,-7.106325,27,ribadeo,5,90,215,22,4,,3061.0,LUGO AEROPUERTO,1505,2003.0,9.0,21.0
2.0,2003-09-21,42.823618,-7.446855,27,sarria,5,145,1555,24,9,168.0,0.0,LUGO AEROPUERTO,1505,2003.0,9.0,21.0
3.0,2004-02-04,43.566016,-7.497214,27,"valadouro, o",5,90,165,25,4,,11737.0,LUGO AEROPUERTO,1505,2004.0,2.0,4.0
1.0,2004-02-18,42.691954,-7.260278,27,samos,5,155,200,11,2,16.0,0.0,LUGO AEROPUERTO,1505,2004.0,2.0,18.0
3.0,2004-02-20,42.651357,-7.3273,27,"incio, o",5,105,190,16,2,30.0,0.0,LUGO AEROPUERTO,1505,2004.0,2.0,20.0
4.0,2004-02-23,42.530807,-7.134598,27,quiroga,5,130,265,27,6,,4111.0,LUGO AEROPUERTO,1505,2004.0,2.0,23.0
6.0,2004-03-04,42.728577,-7.611599,27,paradela,5,110,145,11,3,,,LUGO AEROPUERTO,1505,2004.0,3.0,4.0
7.45,2004-04-09,42.671098,-7.398587,27,"incio, o",5,125,145,16,2,,27794.0,LUGO AEROPUERTO,1505,2004.0,4.0,9.0
5.0,2004-04-14,42.789166,-7.250906,27,triacastela,5,240,325,23,3,32.0,0.0,LUGO AEROPUERTO,1505,2004.0,4.0,14.0
1.5,2004-05-28,43.596131,-7.691751,27,ourol,5,195,315,10,1,,1066.0,LUGO AEROPUERTO,1505,2004.0,5.0,28.0
1.0,2004-06-03,43.233265,-7.692349,27,vilalba,5,30,155,6,1,,5841.0,LUGO AEROPUERTO,1505,2004.0,6.0,3.0
42.0,2004-06-14,43.04487,-7.7968,27,guitiriz,5,355,560,57,19,2309.0,186351.0,LUGO AEROPUERTO,1505,2004.0,6.0,14.0
3.5,2004-06-14,42.475738,-7.63623,27,pantón,5,180,260,30,4,98.0,7595.0,LUGO AEROPUERTO,1505,2004.0,6.0,14.0
2.7,2004-06-16,42.973745,-7.202909,27,baralla,5,80,185,20,3,29.0,19478.0,LUGO AEROPUERTO,1505,2004.0,6.0,16.0
1.0,2004-06-17,42.896138,-7.063608,27,cervantes,5,140,160,5,3,,,LUGO AEROPUERTO,1505,2004.0,6.0,17.0
2.5,2004-07-04,42.605749,-7.745527,27,carballedo,5,90,120,15,7,,,LUGO AEROPUERTO,1505,2004.0,7.0,4.0
1.3,2004-07-15,43.141001,-7.610467,27,rábade,5,108,138,17,3,,5380.0,LUGO AEROPUERTO,1505,2004.0,7.0,15.0
2.45,2004-07-21,42.847434,-7.552473,27,"páramo, o",5,115,205,16,4,196.0,1063.0,LUGO AEROPUERTO,1505,2004.0,7.0,21.0
1.0,2004-07-24,42.544793,-7.769913,27,carballedo,5,55,135,13,5,,,LUGO AEROPUERTO,1505,2004.0,7.0,24.0
9.0,2004-07-25,42.673844,-7.871569,27,chantada,5,270,390,26,5,,,LUGO AEROPUERTO,1505,2004.0,7.0,25.0
2.0,2004-07-26,42.875093,-7.330585,27,láncara,5,55,160,36,4,,5672.0,LUGO AEROPUERTO,1505,2004.0,7.0,26.0
41.37,2004-07-26,42.559996,-7.304551,27,"pobla do brollón, a",5,1155,1275,90,7,,185824.0,LUGO AEROPUERTO,1505,2004.0,7.0,26.0
203.06,2004-07-28,42.624527,-7.251085,27,samos,5,1675,1825,158,32,5637.0,149662.0,LUGO AEROPUERTO,1505,2004.0,7.0,28.0
7.8,2004-07-31,43.115002,-7.209867,27,baleira,5,270,350,17,3,396.0,0.0,LUGO AEROPUERTO,1505,2004.0,7.0,31.0
167.5,2004-08-01,42.658055,-7.484328,27,bóveda,5,435,2340,123,22,1648.0,895094.0,LUGO AEROPUERTO,1505,2004.0,8.0,1.0
23.0,2004-08-02,43.281154,-7.253573,27,riotorto,5,465,1840,62,13,1258.0,84293.0,LUGO AEROPUERTO,1505,2004.0,8.0,2.0
2.0,2004-08-07,42.674324,-7.67583,27,"saviñao, o",5,145,435,32,10,910.0,6903.0,LUGO AEROPUERTO,1505,2004.0,8.0,7.0
4.0,2004-08-08,42.525684,-7.837252,27,carballedo,5,165,225,11,1,,1667.0,LUGO AEROPUERTO,1505,2004.0,8.0,8.0
4.0,2004-08-08,42.469756,-7.70122,27,pantón,5,325,620,33,6,,27783.0,LUGO AEROPUERTO,1505,2004.0,8.0,8.0
2.0,2004-09-25,42.595197,-7.40475,27,"pobla do brollón, a",5,130,205,42,12,979.0,1256.0,LUGO AEROPUERTO,1505,2004.0,9.0,25.0
1.5,2004-09-28,42.698976,-7.259569,27,samos,5,130,205,12,2,,,LUGO AEROPUERTO,1505,2004.0,9.0,28.0
30.0,2004-09-28,42.693192,-7.232324,27,samos,5,225,440,49,17,,,LUGO AEROPUERTO,1505,2004.0,9.0,28.0
1.0,2005-01-10,43.096534,-7.72549,27,begonte,5,90,100,6,1,,,LUGO AEROPUERTO,1505,2005.0,1.0,10.0
3.71,2005-02-17,42.607609,-7.522417,27,bóveda,5,95,175,14,4,,,LUGO AEROPUERTO,1505,2005.0,2.0,17.0
16.0,2005-02-17,42.829832,-7.285974,27,láncara,5,260,290,23,3,,,LUGO AEROPUERTO,1505,2005.0,2.0,17.0
8.99,2005-03-12,42.741426,-7.612168,27,paradela,5,290,295,11,1,,,LUGO AEROPUERTO,1505,2005.0,3.0,12.0
1.5,2005-03-17,43.391758,-7.278168,27,mondoñedo,5,96,108,11,1,,,LUGO AEROPUERTO,1505,2005.0,3.0,17.0
1.8,2005-03-18,43.673433,-7.679492,27,"vicedo, o",5,110,205,9,3,,,LUGO AEROPUERTO,1505,2005.0,3.0,18.0
20.89,2005-06-03,43.548509,-7.660683,27,ourol,5,585,735,44,8,,,LUGO AEROPUERTO,1505,2005.0,6.0,3.0
4.0,2005-06-08,43.629911,-7.692221,27,"vicedo, o",5,210,365,15,4,,,LUGO AEROPUERTO,1505,2005.0,6.0,8.0
3.0,2005-06-12,43.649933,-7.460031,27,cervo,5,100,240,26,3,,,LUGO AEROPUERTO,1505,2005.0,6.0,12.0
2.7,2005-07-12,42.826081,-7.253474,27,láncara,5,205,280,21,5,,,LUGO AEROPUERTO,1505,2005.0,7.0,12.0
1.5,2005-07-12,43.242227,-7.775605,27,vilalba,5,75,265,21,6,,,LUGO AEROPUERTO,1505,2005.0,7.0,12.0
2.5,2005-07-12,42.959432,-7.162414,27,baralla,5,185,325,3,0,,,LUGO AEROPUERTO,1505,2005.0,7.0,12.0
1.5,2005-07-14,42.864854,-7.258624,27,baralla,5,195,420,30,12,,,LUGO AEROPUERTO,1505,2005.0,7.0,14.0
4.0,2005-07-15,43.009696,-7.011564,27,navia de suarna,5,185,275,1,0,,,LUGO AEROPUERTO,1505,2005.0,7.0,15.0
2.0,2005-07-15,42.958222,-7.086904,27,becerreá,5,60,155,4,0,,,LUGO AEROPUERTO,1505,2005.0,7.0,15.0
3.4,2005-07-20,42.973474,-7.66862,27,lugo,5,100,225,16,8,,,LUGO AEROPUERTO,1505,2005.0,7.0,20.0
115.35,2005-07-20,42.380194,-7.201899,27,quiroga,5,595,1735,7,1,,,LUGO AEROPUERTO,1505,2005.0,7.0,20.0
1.2,2005-07-21,43.637236,-7.588916,27,viveiro,5,170,265,17,4,,,LUGO AEROPUERTO,1505,2005.0,7.0,21.0
6.55,2005-07-23,43.218467,-7.506727,27,"saviñao, o",5,120,305,25,4,,,LUGO AEROPUERTO,1505,2005.0,7.0,23.0
16.19,2005-08-03,42.79967,-7.649717,27,portomarín,5,263,478,45,17,,,LUGO AEROPUERTO,1505,2005.0,8.0,3.0
1.0,2005-08-09,43.115204,-7.148405,27,"fonsagrada, a",5,37,110,1,0,,,LUGO AEROPUERTO,1505,2005.0,8.0,9.0
2.04,2005-08-09,43.12712,-7.112812,27,"fonsagrada, a",5,113,253,2,0,,,LUGO AEROPUERTO,1505,2005.0,8.0,9.0
