superficie,fecha,lat,lng,idprovincia,municipio,causa,time_ctrl,time_ext,personal,medios,gastos,perdidas,ema,id_ema,año,mes,dia
1.1,2001-04-13,42.758649,-8.917814,15,lousame,5,190,210,18,2,,234.0,MONTE IROITE,1437O,2001.0,4.0,13.0
1.7,2001-04-17,43.291593,-8.495562,15,arteixo,5,200,245,9,1,,2175.0,A CORUÑA AEROPUERTO,1387E,2001.0,4.0,17.0
1.4,2001-04-17,43.30714,-8.463079,15,arteixo,5,125,170,16,2,,541.0,A CORUÑA AEROPUERTO,1387E,2001.0,4.0,17.0
4.5,2001-05-19,43.204208,-8.088987,15,aranga,5,320,550,24,1,,5030.0,SANTIAGO AEROPUERTO,1428,2001.0,5.0,19.0
3.0,2001-05-22,43.297494,-8.395937,15,culleredo,5,285,325,24,2,,2692.0,A CORUÑA AEROPUERTO,1387E,2001.0,5.0,22.0
1.5,2001-05-27,43.057849,-8.094067,15,vilasantar,5,240,285,10,2,,2218.0,SANTIAGO AEROPUERTO,1428,2001.0,5.0,27.0
4.0,2001-06-01,43.594099,-8.130649,15,valdoviño,5,190,250,16,2,,3649.0,ESTACA DE BARES,1351,2001.0,6.0,1.0
1.15,2001-06-24,43.549187,-8.250286,15,ferrol,5,105,155,10,4,,1628.0,A CORUÑA,1387,2001.0,6.0,24.0
1.0,2001-06-24,42.76328,-8.74306,15,rois,5,70,190,33,1,,468.0,PADRÓN,1473A,2001.0,6.0,24.0
2.5,2001-06-24,42.797346,-8.681299,15,rois,5,155,190,2,2,,1700.0,PADRÓN,1473A,2001.0,6.0,24.0
1.0,2001-07-03,43.291593,-8.495562,15,arteixo,5,155,190,21,3,,3402.0,A CORUÑA AEROPUERTO,1387E,2001.0,7.0,3.0
4.0,2001-07-23,43.30714,-8.463079,15,arteixo,5,210,250,21,3,,6358.0,A CORUÑA AEROPUERTO,1387E,2001.0,7.0,23.0
3.0,2001-07-25,42.752862,-8.880832,15,lousame,5,230,255,23,5,,1214.0,MONTE IROITE,1437O,2001.0,7.0,25.0
1.4,2001-08-11,43.240732,-8.670253,15,carballo,5,140,245,22,4,,703.0,A CORUÑA AEROPUERTO,1387E,2001.0,8.0,11.0
1.0,2001-08-12,42.594598,-8.938422,15,"pobra do caramiñal, a",5,45,175,11,2,,1280.0,MONTE IROITE,1437O,2001.0,8.0,12.0
15.0,2001-08-12,42.786588,-8.648783,15,padrón,5,290,480,24,9,,30874.0,PADRÓN,1473A,2001.0,8.0,12.0
1.0,2001-08-12,42.594598,-8.938422,15,"pobra do caramiñal, a",5,45,75,8,0,,649.0,MONTE IROITE,1437O,2001.0,8.0,12.0
1.5,2001-08-15,43.229093,-8.256512,15,abegondo,5,160,175,13,2,,1587.0,A CORUÑA,1387,2001.0,8.0,15.0
2.0,2001-08-24,43.124887,-8.833016,15,coristanco,5,85,200,26,3,,1640.0,A CORUÑA AEROPUERTO,1387E,2001.0,8.0,24.0
2.0,2001-08-26,42.786588,-8.648783,15,padrón,5,130,160,16,3,,2530.0,PADRÓN,1473A,2001.0,8.0,26.0
4.0,2001-09-06,43.501867,-8.287932,15,ferrol,5,150,260,12,3,,5950.0,A CORUÑA,1387,2001.0,9.0,6.0
1.6,2001-09-08,42.903258,-8.81752,15,negreira,5,155,275,11,1,,192.0,SANTIAGO DE COMPOSTELA,1475X,2001.0,9.0,8.0
4.0,2001-09-09,43.367059,-8.090466,15,monfero,5,170,300,24,5,,14130.0,A CORUÑA,1387,2001.0,9.0,9.0
1.5,2001-09-12,43.304051,-8.648519,15,carballo,5,145,210,14,2,,2157.0,A CORUÑA AEROPUERTO,1387E,2001.0,9.0,12.0
4.5,2001-09-14,42.709977,-8.787082,15,rianxo,5,665,765,2,6,,2175.0,MONTE IROITE,1437O,2001.0,9.0,14.0
1.0,2001-09-16,42.932283,-9.252776,15,fisterra,5,120,405,6,2,,,FISTERRA,1400,2001.0,9.0,16.0
5.0,2001-09-17,42.797346,-8.681299,15,rois,5,120,405,17,3,,4063.0,PADRÓN,1473A,2001.0,9.0,17.0
5.0,2001-09-17,42.776189,-8.670577,15,rois,5,165,335,6,1,,9658.0,PADRÓN,1473A,2001.0,9.0,17.0
1.0,2001-09-17,42.851086,-8.866091,15,outes,5,90,225,5,0,,,MONTE IROITE,1437O,2001.0,9.0,17.0
9.0,2001-09-17,42.773828,-8.900901,15,noia,5,285,485,26,5,,23554.0,MONTE IROITE,1437O,2001.0,9.0,17.0
2.5,2001-09-17,43.558863,-8.138671,15,narón,5,270,305,10,3,,1478.0,A CORUÑA,1387,2001.0,9.0,17.0
9.0,2001-09-18,42.797346,-8.681299,15,rois,5,240,690,22,1,,7849.0,PADRÓN,1473A,2001.0,9.0,18.0
56.0,2001-09-18,42.773828,-8.900901,15,noia,5,1390,3245,24,6,,52667.0,MONTE IROITE,1437O,2001.0,9.0,18.0
1.25,2001-09-19,42.780977,-8.802512,15,lousame,5,165,450,13,2,,450.0,MONTE IROITE,1437O,2001.0,9.0,19.0
1.5,2001-09-27,43.30714,-8.463079,15,arteixo,5,110,155,20,2,,1587.0,A CORUÑA AEROPUERTO,1387E,2001.0,9.0,27.0
1.5,2001-12-22,43.636962,-8.111274,15,valdoviño,5,251,270,16,2,,1503.0,ESTACA DE BARES,1351,2001.0,12.0,22.0
2.0,2002-03-04,42.584255,-8.976199,15,ribeira,5,125,135,17,3,,490.0,MONTE IROITE,1437O,2002.0,3.0,4.0
1.9,2002-03-07,43.284213,-8.716177,15,carballo,5,80,100,13,1,,1937.0,A CORUÑA AEROPUERTO,1387E,2002.0,3.0,7.0
1.4,2002-03-08,42.663777,-8.934705,15,boiro,5,100,105,11,3,,1223.0,MONTE IROITE,1437O,2002.0,3.0,8.0
3.0,2002-03-23,42.808566,-8.708357,15,rois,5,145,155,16,3,,10064.0,PADRÓN,1473A,2002.0,3.0,23.0
1.0,2002-03-26,43.219823,-8.64329,15,carballo,5,60,70,7,1,,460.0,A CORUÑA AEROPUERTO,1387E,2002.0,3.0,26.0
1.15,2002-03-27,43.026913,-8.741116,15,santa comba,5,105,145,5,1,,2038.0,SANTIAGO DE COMPOSTELA,1475X,2002.0,3.0,27.0
3.5,2002-03-27,43.549187,-8.250286,15,ferrol,5,125,150,14,3,,1281.0,A CORUÑA,1387,2002.0,3.0,27.0
1.0,2002-03-28,43.146455,-8.749553,15,coristanco,5,155,185,12,3,,3498.0,A CORUÑA AEROPUERTO,1387E,2002.0,3.0,28.0
5.0,2002-03-28,43.275921,-7.963077,15,aranga,5,250,345,9,1,,1863.0,SANTIAGO AEROPUERTO,1428,2002.0,3.0,28.0
2.5,2002-04-12,42.584255,-8.976199,15,ribeira,5,105,135,12,1,,5620.0,MONTE IROITE,1437O,2002.0,4.0,12.0
3.0,2002-04-20,43.558863,-8.138671,15,narón,5,160,190,5,1,,6401.0,A CORUÑA,1387,2002.0,4.0,20.0
1.0,2002-04-22,42.673902,-8.91086,15,boiro,5,30,55,4,1,,1105.0,MONTE IROITE,1437O,2002.0,4.0,22.0
5.0,2002-04-22,43.484093,-8.13757,15,fene,5,135,180,13,2,,6076.0,A CORUÑA,1387,2002.0,4.0,22.0
1.0,2002-04-22,43.093039,-8.974,15,vimianzo,5,60,125,18,1,,266.0,CABO VILÁN,1393,2002.0,4.0,22.0
7.0,2002-04-22,43.699889,-7.984566,15,cedeira,5,180,280,97,1,,21390.0,ESTACA DE BARES,1351,2002.0,4.0,22.0
1.0,2002-04-23,43.261787,-8.505911,15,"laracha, a",5,90,115,6,2,,632.0,A CORUÑA AEROPUERTO,1387E,2002.0,4.0,23.0
7.6,2002-04-24,43.191468,-9.036306,15,laxe,5,290,380,37,1,,6194.0,CABO VILÁN,1393,2002.0,4.0,24.0
155.0,2002-04-24,43.506013,-8.11102,15,neda,5,1365,1535,51,12,,346642.0,A CORUÑA,1387,2002.0,4.0,24.0
2.3,2002-04-25,42.986392,-8.822364,15,"baña, a",5,72,122,4,1,,2161.0,SANTIAGO DE COMPOSTELA,1475X,2002.0,4.0,25.0
5.0,2002-04-26,43.505661,-8.066838,15,san sadurniño,5,140,450,10,2,,1701.0,A CORUÑA,1387,2002.0,4.0,26.0
1.0,2002-04-27,43.32063,-8.394746,15,culleredo,5,215,270,6,1,,2850.0,A CORUÑA AEROPUERTO,1387E,2002.0,4.0,27.0
1.0,2002-04-27,43.174248,-8.265334,15,cesuras,5,250,335,11,2,,588.0,A CORUÑA,1387,2002.0,4.0,27.0
5.0,2002-05-15,43.221178,-8.806059,15,coristanco,5,170,225,15,1,,8844.0,A CORUÑA AEROPUERTO,1387E,2002.0,5.0,15.0
1.0,2002-05-21,43.351491,-8.426818,15,"coruña, a",5,140,185,20,4,,624.0,A CORUÑA,1387,2002.0,5.0,21.0
1.0,2002-06-24,42.975564,-8.783262,15,"baña, a",5,80,95,6,1,,999.0,SANTIAGO DE COMPOSTELA,1475X,2002.0,6.0,24.0
2.0,2002-06-24,43.096344,-8.847286,15,santa comba,5,110,125,6,1,,,SANTIAGO DE COMPOSTELA,1475X,2002.0,6.0,24.0
1.2,2002-06-24,42.949309,-8.737837,15,"baña, a",5,50,60,6,1,,1321.0,SANTIAGO DE COMPOSTELA,1475X,2002.0,6.0,24.0
1.25,2002-06-24,43.314407,-8.837036,15,malpica de bergantiños,5,145,160,5,1,,338.0,CABO VILÁN,1393,2002.0,6.0,24.0
4.0,2002-06-24,42.985598,-8.714378,15,"baña, a",5,260,345,6,1,,6038.0,SANTIAGO DE COMPOSTELA,1475X,2002.0,6.0,24.0
7.5,2002-06-25,42.949309,-8.737837,15,"baña, a",5,240,510,2,4,,7419.0,SANTIAGO DE COMPOSTELA,1475X,2002.0,6.0,25.0
2.0,2002-06-28,42.732381,-8.950453,15,porto do son,5,85,145,10,1,,,MONTE IROITE,1437O,2002.0,6.0,28.0
4.0,2002-07-28,42.730976,-8.719361,15,dodro,5,100,175,24,2,,3230.0,PADRÓN,1473A,2002.0,7.0,28.0
1.5,2002-08-05,42.732381,-8.950453,15,porto do son,5,80,110,16,4,,3377.0,MONTE IROITE,1437O,2002.0,8.0,5.0
2.02,2002-08-09,42.952316,-8.58293,15,santiago de compostela,5,210,260,26,4,,25.0,SANTIAGO DE COMPOSTELA,1475X,2002.0,8.0,9.0
2.2,2002-08-22,42.932203,-8.830829,15,negreira,5,135,360,16,2,,269.0,SANTIAGO DE COMPOSTELA,1475X,2002.0,8.0,22.0
5.0,2002-08-31,43.473549,-8.287918,15,ferrol,5,170,280,36,4,,2746.0,A CORUÑA,1387,2002.0,8.0,31.0
2.0,2002-09-01,42.81202,-8.765401,15,rois,5,95,265,7,61,,5807.0,PADRÓN,1473A,2002.0,9.0,1.0
2.6,2002-09-03,43.484093,-8.13757,15,fene,5,20,220,11,2,,10194.0,A CORUÑA,1387,2002.0,9.0,3.0
2.95,2002-10-02,43.636962,-8.111274,15,valdoviño,5,325,380,15,3,,3606.0,ESTACA DE BARES,1351,2002.0,10.0,2.0
1.56,2002-10-20,43.596631,-7.876685,15,ortigueira,5,340,360,1,2,,580.0,ESTACA DE BARES,1351,2002.0,10.0,20.0
2.0,2002-10-20,43.761264,-7.884566,15,cariño,5,295,330,4,1,,1701.0,ESTACA DE BARES,1351,2002.0,10.0,20.0
2.5,2003-02-20,43.473549,-8.287918,15,ferrol,5,135,145,12,2,,,A CORUÑA,1387,2003.0,2.0,20.0
1.0,2003-03-12,43.532783,-7.885049,15,"somozas, as",5,139,165,4,1,,,ESTACA DE BARES,1351,2003.0,3.0,12.0
1.5,2003-03-19,42.550215,-9.015749,15,ribeira,5,20,110,11,1,,729.0,MONTE IROITE,1437O,2003.0,3.0,19.0
1.0,2003-03-19,42.643031,-8.939252,15,"pobra do caramiñal, a",5,90,115,9,1,,,MONTE IROITE,1437O,2003.0,3.0,19.0
2.0,2003-03-22,43.491859,-7.889624,15,"pontes de garcia rodriguez, as",5,100,140,10,2,,,A CORUÑA,1387,2003.0,3.0,22.0
3.0,2003-04-04,42.825461,-8.801318,15,lousame,5,80,105,13,2,,4251.0,MONTE IROITE,1437O,2003.0,4.0,4.0
2.5,2003-04-09,43.137999,-8.680556,15,carballo,5,95,120,11,2,,,A CORUÑA AEROPUERTO,1387E,2003.0,4.0,9.0
4.0,2003-04-16,43.501867,-8.287932,15,ferrol,5,315,400,16,5,,6105.0,A CORUÑA,1387,2003.0,4.0,16.0
1.0,2003-05-10,42.797346,-8.681299,15,rois,5,75,85,6,1,,324.0,PADRÓN,1473A,2003.0,5.0,10.0
1.0,2003-06-09,42.76328,-8.74306,15,rois,5,185,210,10,1,,996.0,PADRÓN,1473A,2003.0,6.0,9.0
1.5,2003-06-18,43.261634,-8.233026,15,betanzos,5,80,140,13,2,,1977.0,A CORUÑA,1387,2003.0,6.0,18.0
6.0,2003-06-18,43.23755,-8.118591,15,coirós,5,335,365,36,5,,12138.0,A CORUÑA,1387,2003.0,6.0,18.0
1.5,2003-06-19,43.082373,-8.724629,15,santa comba,5,140,190,6,1,,1088.0,SANTIAGO DE COMPOSTELA,1475X,2003.0,6.0,19.0
1.0,2003-06-19,43.159789,-7.980296,15,curtis,5,210,305,4,2,,,SANTIAGO AEROPUERTO,1428,2003.0,6.0,19.0
2.5,2003-06-20,42.961596,-8.702523,15,"baña, a",5,210,240,4,1,,1861.0,SANTIAGO DE COMPOSTELA,1475X,2003.0,6.0,20.0
4.5,2003-06-20,43.257772,-8.402182,15,culleredo,5,340,375,14,4,,16467.0,A CORUÑA AEROPUERTO,1387E,2003.0,6.0,20.0
1.15,2003-07-11,43.645998,-8.044866,15,cedeira,5,85,165,11,3,,4206.0,ESTACA DE BARES,1351,2003.0,7.0,11.0
1.0,2003-07-11,42.786588,-8.648783,15,padrón,5,70,95,16,2,,562.0,PADRÓN,1473A,2003.0,7.0,11.0
1.0,2003-08-03,42.944367,-8.829533,15,negreira,5,120,195,16,3,,792.0,SANTIAGO DE COMPOSTELA,1475X,2003.0,8.0,3.0
2.0,2003-08-12,43.146455,-8.749553,15,coristanco,5,120,190,24,2,,,A CORUÑA AEROPUERTO,1387E,2003.0,8.0,12.0
5.0,2003-08-13,43.594099,-8.130649,15,valdoviño,5,285,345,31,5,,8526.0,ESTACA DE BARES,1351,2003.0,8.0,13.0
2.25,2003-08-14,43.036098,-8.892316,15,santa comba,5,100,120,11,1,,1128.0,SANTIAGO DE COMPOSTELA,1475X,2003.0,8.0,14.0
1.5,2003-09-03,43.535645,-7.948587,15,"somozas, as",5,65,135,9,2,,64.0,ESTACA DE BARES,1351,2003.0,9.0,3.0
2.5,2003-09-04,43.318457,-8.515072,15,arteixo,5,95,160,13,4,,6874.0,A CORUÑA AEROPUERTO,1387E,2003.0,9.0,4.0
1.8,2003-09-19,43.294409,-8.428069,15,culleredo,5,205,295,19,3,,3474.0,A CORUÑA AEROPUERTO,1387E,2003.0,9.0,19.0
1.5,2003-09-20,43.544011,-8.215567,15,narón,5,75,145,1,3,,3729.0,A CORUÑA,1387,2003.0,9.0,20.0
1.0,2003-09-25,43.513472,-8.237342,15,ferrol,5,85,135,15,3,,,A CORUÑA,1387,2003.0,9.0,25.0
8.33,2004-02-18,42.76328,-8.74306,15,rois,5,125,140,11,1,,2677.0,PADRÓN,1473A,2004.0,2.0,18.0
5.0,2004-02-18,43.171005,-8.157982,15,cesuras,5,410,490,14,3,,5004.0,A CORUÑA,1387,2004.0,2.0,18.0
5.1,2004-02-19,42.730976,-8.719361,15,dodro,5,170,190,11,2,,2289.0,PADRÓN,1473A,2004.0,2.0,19.0
1.5,2004-02-19,42.673902,-8.91086,15,boiro,5,110,125,5,0,,2218.0,MONTE IROITE,1437O,2004.0,2.0,19.0
8.0,2004-02-21,42.709977,-8.787082,15,rianxo,5,315,330,11,1,,,MONTE IROITE,1437O,2004.0,2.0,21.0
2.5,2004-02-23,42.917476,-9.082862,15,mazaricos,5,72,87,5,1,,,FISTERRA,1400,2004.0,2.0,23.0
6.0,2004-02-24,43.473549,-8.287918,15,ferrol,5,335,340,18,3,,420.0,A CORUÑA,1387,2004.0,2.0,24.0
7.0,2004-02-25,43.703581,-8.038777,15,cedeira,5,305,325,11,1,,1232.0,ESTACA DE BARES,1351,2004.0,2.0,25.0
3.0,2004-02-25,42.687163,-8.976258,15,porto do son,5,90,160,11,1,,,MONTE IROITE,1437O,2004.0,2.0,25.0
3.3,2004-02-26,42.584255,-8.976199,15,ribeira,5,120,150,17,2,,800.0,MONTE IROITE,1437O,2004.0,2.0,26.0
1.5,2004-03-28,42.700129,-8.928184,15,boiro,5,55,65,4,1,,,MONTE IROITE,1437O,2004.0,3.0,28.0
1.0,2004-03-28,42.700129,-8.928184,15,boiro,5,80,90,4,1,,,MONTE IROITE,1437O,2004.0,3.0,28.0
2.0,2004-04-08,43.501867,-8.287932,15,ferrol,5,130,180,15,2,,,A CORUÑA,1387,2004.0,4.0,8.0
4.5,2004-04-09,42.607448,-8.999427,15,ribeira,5,155,185,17,4,,54289.0,MONTE IROITE,1437O,2004.0,4.0,9.0
3.0,2004-04-11,43.221869,-8.965363,15,cabana de bergantiños,5,235,430,24,5,,1456.0,CABO VILÁN,1393,2004.0,4.0,11.0
1.0,2004-04-13,42.93883,-8.69556,15,"baña, a",5,130,170,6,1,,178.0,SANTIAGO DE COMPOSTELA,1475X,2004.0,4.0,13.0
2.5,2004-04-16,42.700129,-8.928184,15,boiro,5,150,160,5,1,,3086.0,MONTE IROITE,1437O,2004.0,4.0,16.0
1.5,2004-04-17,42.681961,-8.743212,15,rianxo,5,95,120,10,1,,2046.0,MONTE IROITE,1437O,2004.0,4.0,17.0
2.5,2004-04-26,43.162995,-8.809503,15,coristanco,5,200,240,11,0,,2048.0,A CORUÑA AEROPUERTO,1387E,2004.0,4.0,26.0
1.5,2004-04-26,43.501867,-8.287932,15,ferrol,5,90,95,9,2,,913.0,A CORUÑA,1387,2004.0,4.0,26.0
1.5,2004-04-27,42.626273,-9.034524,15,porto do son,5,110,150,21,2,,200.0,MONTE IROITE,1437O,2004.0,4.0,27.0
1.5,2004-05-01,43.278636,-8.929837,15,ponteceso,5,170,190,9,2,,,CABO VILÁN,1393,2004.0,5.0,1.0
2.25,2004-05-14,42.933574,-8.744485,15,"baña, a",5,159,175,6,1,,,SANTIAGO DE COMPOSTELA,1475X,2004.0,5.0,14.0
9.14,2004-05-15,42.781378,-8.707959,15,rois,5,195,285,15,4,,17955.0,PADRÓN,1473A,2004.0,5.0,15.0
1.5,2004-05-17,42.786588,-8.648783,15,padrón,5,90,175,16,2,,1567.0,PADRÓN,1473A,2004.0,5.0,17.0
1.5,2004-05-19,43.137999,-8.680556,15,carballo,5,95,145,16,4,,3982.0,A CORUÑA AEROPUERTO,1387E,2004.0,5.0,19.0
1.0,2004-05-21,43.37842,-8.274046,15,sada,5,130,850,12,3,,815.0,A CORUÑA,1387,2004.0,5.0,21.0
2.0,2004-05-23,43.501867,-8.287932,15,ferrol,5,155,250,9,4,,2759.0,A CORUÑA,1387,2004.0,5.0,23.0
3.6,2004-05-24,42.936918,-9.11435,15,dumbría,5,145,195,12,3,,2317.0,FISTERRA,1400,2004.0,5.0,24.0
1.6,2004-06-02,42.874434,-8.685666,15,brión,5,60,190,11,3,,676.0,PADRÓN,1473A,2004.0,6.0,2.0
3.0,2004-06-03,43.636962,-8.111274,15,valdoviño,5,120,195,9,1,,1183.0,ESTACA DE BARES,1351,2004.0,6.0,3.0
1.0,2004-06-05,43.515554,-8.137555,15,neda,5,150,200,8,1,,898.0,A CORUÑA,1387,2004.0,6.0,5.0
1.32,2004-06-08,43.082373,-8.724629,15,santa comba,5,95,195,6,2,,144.0,SANTIAGO DE COMPOSTELA,1475X,2004.0,6.0,8.0
1.25,2004-06-13,43.547947,-8.18229,15,narón,5,165,220,6,1,,528.0,A CORUÑA,1387,2004.0,6.0,13.0
1.5,2004-06-14,43.406462,-8.150195,15,pontedeume,5,165,185,7,1,,1714.0,A CORUÑA,1387,2004.0,6.0,14.0
2.0,2004-06-14,43.364606,-8.331427,15,oleiros,5,105,155,10,2,,1789.0,A CORUÑA,1387,2004.0,6.0,14.0
20.0,2004-06-16,42.819575,-8.857975,15,noia,5,690,860,17,1,,46574.0,MONTE IROITE,1437O,2004.0,6.0,16.0
2.0,2004-06-17,42.819575,-8.857975,15,noia,5,180,320,11,3,,3694.0,MONTE IROITE,1437O,2004.0,6.0,17.0
1.0,2004-06-17,43.036098,-8.892316,15,santa comba,5,125,195,1,1,,1508.0,SANTIAGO DE COMPOSTELA,1475X,2004.0,6.0,17.0
7.0,2004-06-17,42.700129,-8.928184,15,boiro,5,623,808,9,3,,493.0,MONTE IROITE,1437O,2004.0,6.0,17.0
7.0,2004-06-17,43.594099,-8.130649,15,valdoviño,5,420,445,3,1,,589.0,ESTACA DE BARES,1351,2004.0,6.0,17.0
6.0,2004-06-18,42.819575,-8.857975,15,noia,5,25,70,3,1,,2409.0,MONTE IROITE,1437O,2004.0,6.0,18.0
4.0,2004-06-18,43.090275,-8.772107,15,santa comba,5,200,340,11,4,,,SANTIAGO DE COMPOSTELA,1475X,2004.0,6.0,18.0
3.0,2004-06-18,43.068876,-8.926821,15,zas,5,145,210,11,1,,1715.0,FISTERRA,1400,2004.0,6.0,18.0
2.2,2004-06-19,43.239877,-8.495225,15,"laracha, a",5,225,295,6,4,,,A CORUÑA AEROPUERTO,1387E,2004.0,6.0,19.0
19.5,2004-07-04,42.752862,-8.880832,15,lousame,5,1020,1175,66,10,,8231.0,MONTE IROITE,1437O,2004.0,7.0,4.0
9.0,2004-07-14,43.282332,-8.898748,15,ponteceso,5,225,670,38,4,,15713.0,CABO VILÁN,1393,2004.0,7.0,14.0
4.1,2004-07-24,43.532783,-7.885049,15,"somozas, as",5,110,305,11,3,,937.0,ESTACA DE BARES,1351,2004.0,7.0,24.0
3.28,2004-07-26,43.068876,-8.926821,15,zas,5,340,535,20,5,,3764.0,FISTERRA,1400,2004.0,7.0,26.0
9.0,2004-07-26,43.612623,-8.099574,15,valdoviño,5,690,1000,43,9,,8053.0,ESTACA DE BARES,1351,2004.0,7.0,26.0
4.0,2004-07-28,43.27734,-8.97354,15,ponteceso,5,190,195,12,1,,,CABO VILÁN,1393,2004.0,7.0,28.0
12.0,2004-07-29,42.649418,-8.966317,15,"pobra do caramiñal, a",5,365,450,69,6,,6469.0,MONTE IROITE,1437O,2004.0,7.0,29.0
1.3,2004-07-30,43.32063,-8.394746,15,culleredo,5,120,245,19,5,,537.0,A CORUÑA AEROPUERTO,1387E,2004.0,7.0,30.0
10.0,2004-07-31,42.687163,-8.976258,15,porto do son,5,295,355,21,4,,,MONTE IROITE,1437O,2004.0,7.0,31.0
1.0,2004-08-02,43.167356,-8.868835,15,cabana de bergantiños,5,180,430,11,2,,1158.0,CABO VILÁN,1393,2004.0,8.0,2.0
1.2,2004-08-03,43.294596,-8.801955,15,malpica de bergantiños,5,118,155,5,1,,1032.0,CABO VILÁN,1393,2004.0,8.0,3.0
2.9,2004-08-06,43.063218,-9.235604,15,muxía,5,120,370,27,2,,907.0,CABO VILÁN,1393,2004.0,8.0,6.0
7.8,2004-08-30,42.712827,-8.845714,15,boiro,5,320,415,34,4,,15049.0,MONTE IROITE,1437O,2004.0,8.0,30.0
5.0,2004-08-30,43.315043,-8.896301,15,malpica de bergantiños,5,760,1245,52,9,,,CABO VILÁN,1393,2004.0,8.0,30.0
3.0,2004-09-03,43.501867,-8.287932,15,ferrol,5,190,230,3,9,,7244.0,A CORUÑA,1387,2004.0,9.0,3.0
1.5,2004-09-21,43.076461,-9.204368,15,muxía,5,120,335,17,4,,,CABO VILÁN,1393,2004.0,9.0,21.0
2.5,2004-09-22,42.687163,-8.976258,15,porto do son,5,110,195,16,2,,,MONTE IROITE,1437O,2004.0,9.0,22.0
2.25,2004-09-24,42.801806,-8.824556,15,lousame,5,190,290,36,2,,1770.0,MONTE IROITE,1437O,2004.0,9.0,24.0
2.0,2004-09-25,42.931503,-8.86615,15,negreira,5,90,125,28,9,,811.0,SANTIAGO DE COMPOSTELA,1475X,2004.0,9.0,25.0
1.0,2004-09-28,43.691396,-7.760634,15,ortigueira,5,105,150,10,2,,,ESTACA DE BARES,1351,2004.0,9.0,28.0
2.0,2004-11-28,42.664929,-9.021647,15,porto do son,5,560,588,11,1,,,MONTE IROITE,1437O,2004.0,11.0,28.0
2.0,2004-12-12,43.256215,-8.559154,15,"laracha, a",5,135,150,7,1,,261.0,A CORUÑA AEROPUERTO,1387E,2004.0,12.0,12.0
2.0,2005-02-28,42.868342,-8.827147,15,negreira,5,90,105,9,1,,,SANTIAGO DE COMPOSTELA,1475X,2005.0,2.0,28.0
20.0,2005-02-28,42.678917,-8.863984,15,boiro,5,170,280,21,4,,,MONTE IROITE,1437O,2005.0,2.0,28.0
4.0,2005-03-13,42.626273,-9.034524,15,porto do son,5,160,210,11,1,,,MONTE IROITE,1437O,2005.0,3.0,13.0
1.0,2005-03-13,42.931503,-8.86615,15,negreira,5,40,50,6,1,,,SANTIAGO DE COMPOSTELA,1475X,2005.0,3.0,13.0
7.0,2005-03-18,43.532783,-7.885049,15,"somozas, as",5,180,210,27,5,,,ESTACA DE BARES,1351,2005.0,3.0,18.0
159.52,2005-03-19,43.152513,-8.035307,15,curtis,5,790,810,7,0,,,SANTIAGO AEROPUERTO,1428,2005.0,3.0,19.0
1.5,2005-04-11,43.165374,-8.278714,15,cesuras,5,100,165,14,2,,,A CORUÑA,1387,2005.0,4.0,11.0
1.2,2005-05-27,42.823895,-8.992317,15,muros,5,205,220,6,1,,,MONTE IROITE,1437O,2005.0,5.0,27.0
16.0,2005-06-01,42.752862,-8.880832,15,lousame,5,255,475,34,1,,,MONTE IROITE,1437O,2005.0,6.0,1.0
12.0,2005-06-04,43.284213,-8.716177,15,carballo,5,515,745,33,5,,,A CORUÑA AEROPUERTO,1387E,2005.0,6.0,4.0
1.3,2005-06-26,42.76328,-8.74306,15,rois,5,118,270,14,2,,,PADRÓN,1473A,2005.0,6.0,26.0
1.0,2005-07-12,43.30714,-8.463079,15,arteixo,5,75,115,11,2,,,A CORUÑA AEROPUERTO,1387E,2005.0,7.0,12.0
1.0,2005-07-12,43.257772,-8.402182,15,culleredo,5,104,134,19,3,,,A CORUÑA AEROPUERTO,1387E,2005.0,7.0,12.0
3.0,2005-07-20,43.33277,-8.426698,15,"coruña, a",5,175,342,31,4,,,A CORUÑA,1387,2005.0,7.0,20.0
35.0,2005-07-20,43.159789,-7.980296,15,curtis,5,340,400,28,4,,,SANTIAGO AEROPUERTO,1428,2005.0,7.0,20.0
1.0,2005-07-23,43.082373,-8.724629,15,santa comba,5,80,115,13,2,,,SANTIAGO DE COMPOSTELA,1475X,2005.0,7.0,23.0
2.0,2005-07-23,43.214944,-8.437369,15,cerceda,5,130,180,11,3,,,A CORUÑA AEROPUERTO,1387E,2005.0,7.0,23.0
2.0,2005-08-06,43.152513,-8.035307,15,curtis,5,115,250,29,4,,,SANTIAGO AEROPUERTO,1428,2005.0,8.0,6.0
1.0,2005-08-07,42.797346,-8.681299,15,rois,5,70,100,9,2,,,PADRÓN,1473A,2005.0,8.0,7.0
2.5,2005-08-15,42.917476,-9.082862,15,mazaricos,5,820,835,18,1,,,FISTERRA,1400,2005.0,8.0,15.0
1.0,2005-08-17,42.695928,-9.004175,15,porto do son,5,20,240,17,2,,,MONTE IROITE,1437O,2005.0,8.0,17.0
1.0,2005-08-18,42.991753,-8.989438,15,mazaricos,5,60,320,6,1,,,FISTERRA,1400,2005.0,8.0,18.0
1.0,2005-08-21,43.155514,-9.18409,15,camariñas,5,215,370,30,5,,,CABO VILÁN,1393,2005.0,8.0,21.0
